"","Date","Area","Name","Years","Price..mm.","Size.sqft.","Price/Sqft"
"685","2021-07-13","Siu Sai Wan","Harmony Garden",24,8.73,592,14746.6216216216
"686","2021-07-13","Sheung Wan","Queen's Terrace",18,8.45,322,26242.2360248447
"687","2021-07-13","Kennedy Town","The Merton",16,11.75,492,23882.1138211382
"688","2021-07-13","South Horizons","South Horizons",29,9.8,532,18421.052631579
"689","2021-07-13","South Horizons","South Horizons",28,13.8,739,18673.8836265223
"690","2021-07-13","Siu Sai Wan","Island Resort",20,10,566,17667.8445229682
"691","2021-07-13","Sai Wan Ho","Sun Sing Centre",38,6,297,20202.0202020202
"692","2021-07-13","Quarry Bay","Kornville",25,9.48,524,18091.6030534351
"693","2021-07-13","Ap Lei CHau","Hung Fook Court",29,5.38,300,17933.3333333333
"694","2021-07-13","Sheung Wan","Tai Ning House",39,4.72,229,20611.3537117904
"695","2021-07-13","Kornhill","Kornhill",35,9.33,509,18330.0589390963
"696","2021-07-13","Siu Sai Wan","Island Resort",20,13.7,811,16892.7250308261
"697","2021-07-13","Kennedy Town","Luen Hong Apartments",49,5.08,328,15487.8048780488
"698","2021-07-13","Kennedy Town","Cayman Rise",20,14.2,642,22118.3800623053
"699","2021-07-13","Kennedy Town","The Hudson",5,9,324,27777.7777777778
"700","2021-07-13","Kennedy Town","Ying Ga Garden",29,8,482,16597.510373444
"701","2021-07-13","South Horizons","South Horizons",29,11,610,18032.7868852459
"702","2021-07-12","Deep Bay","Broadview Court",20,8.58,576,14895.8333333333
"703","2021-07-12","Aberdeen","Harrow Mansion",27,7.1,462,15367.9653679654
"704","2021-07-12","Mid-Levels West","Goldwin Heights",27,14,811,17262.6387176326
"705","2021-07-12","Mid-Levels West","Palatial Crest",20,24.2,867,27912.3414071511
"706","2021-07-12","Tin Hau","Supernova Stand",20,6.9,332,20783.1325301205
"707","2021-07-12","Siu Sai Wan","Island Resort",20,8.88,457,19431.0722100656
"708","2021-07-12","Kornhill","Kornhill Garden",34,5.88,484,12148.7603305785
"709","2021-07-12","Kornhill","Kornhill",35,8.6,524,16412.213740458
"710","2021-07-12","Kennedy Town","Full Harvest Building",37,4.78,249,19196.7871485944
"711","2021-07-12","Sai Wan Ho","Grand Promenade",16,11.88,498,23855.421686747
"712","2021-07-12","Taikoo Shing","Taikoo Shing",43,9.18,489,18773.0061349693
"713","2021-07-12","Mid-Levels West","No. 2 Park Road",17,20,848,23584.9056603774
"714","2021-07-12","South Horizons","South Horizons",27,16.8,879,19112.6279863481
"715","2021-07-12","Wan Chai","Hay Wah Building",42,5.78,330,17515.1515151515
"716","2021-07-12","Aberdeen","Abba House",38,7.84,450,17422.2222222222
"717","2021-07-12","Shau Kei Wan","Aldrich Garden",20,6.85,592,11570.9459459459
"718","2021-07-12","Siu Sai Wan","Fullview Garden",28,4.17,483,8633.54037267081
"719","2021-07-12","Kennedy Town","Lung Cheung Garden",27,8.16,425,19200
"720","2021-07-12","Taikoo Shing","Taikoo Shing",42,10.8,685,15766.4233576642
"721","2021-07-12","North Point","Maple Gardens",29,7.12,365,19506.8493150685
"722","2021-07-12","Ap Lei CHau","Yee Hing Building",36,5.95,336,17708.3333333333
"723","2021-07-12","Mid-Levels West","Excelsior Court",32,16.8,772,21761.6580310881
"724","2021-07-12","Siu Sai Wan","Fullview Garden",28,4.72,592,7972.97297297297
"725","2021-07-12","North Point","Bedford Gardens",40,7,406,17241.3793103448
"726","2021-07-12","Taikoo Shing","Taikoo Shing",41,13.56,703,19288.7624466572
"727","2021-07-12","Sheung Wan","Grandview Garden",27,8.3,378,21957.671957672
"728","2021-07-12","North Point","Odeon Building",36,5.97,347,17204.6109510086
"729","2021-07-12","Shau Kei Wan","Metro Mansion",54,3.75,395,9493.67088607595
"730","2021-07-12","South Horizons","South Horizons",29,9.36,610,15344.262295082
"731","2021-07-12","Chai Wan","Fung Wah Estate",30,3.65,598,6103.67892976589
"732","2021-07-12","Chai Wan","Tsui Wan Estate",32,2.6,397,6549.11838790932
"733","2021-07-12","Chai Wan","Lok Hin Terrace",26,4.78,564,8475.17730496454
"734","2021-07-12","Yiu Tung","Tung Shing Court",21,4.65,407,11425.0614250614
"735","2021-07-12","Tin Wan","Hung Fuk Court",23,5.55,559,9928.44364937388
"736","2021-07-12","South Horizons","South Horizons",29,10.38,608,17072.3684210526
"737","2021-07-12","Pok Fu Lam","Chi Fu Fa Yuen",42,7.88,439,17949.8861047836
"738","2021-07-12","North Point","Carson Mansion",42,7.56,423,17872.3404255319
"739","2021-07-12","Shau Kei Wan","Tung Yuk Court",20,8.48,650,13046.1538461538
"740","2021-07-12","Kennedy Town","Ka Fu Building",38,9.35,527,17741.935483871
"741","2021-07-12","Quarry Bay","Royal Terrace",19,7.6,379,20052.7704485488
"742","2021-07-12","Heng Fa Chuen","Heng Fa Chuen",34,8.16,475,17178.9473684211
"743","2021-07-12","Kornhill","Kornhill",35,8.25,531,15536.7231638418
"744","2021-07-12","Mid-Levels West","Blessings Garden",26,20.8,842,24703.0878859857
"745","2021-07-12","North Point","Kin Yip Mansion",35,3.98,229,17379.9126637555
"746","2021-07-12","Taikoo Shing","Taikoo Shing",42,14.65,702,20868.9458689459
"747","2021-07-12","Wah Fu","Wah Kwai Estate",30,2.64,376,7021.27659574468
"748","2021-07-12","Heng Fa Chuen","Heng Fa Chuen",32,10,600,16666.6666666667
"749","2021-07-12","Kennedy Town","Luen Yau Apartments",49,5.18,330,15696.9696969697
"750","2021-07-12","Happy Valley","King Cheung Mansion",55,6.3,494,12753.036437247
"751","2021-07-12","North Point Mid-Levels","Fortress Garden",33,13.02,696,18706.8965517241
"752","2021-07-12","Quarry Bay","The Orchards",18,21,821,25578.56272838
"753","2021-07-12","Wan Chai","Hoover Towers",32,7.28,316,23037.9746835443
"754","2021-07-12","Wan Chai","Valiant Court",26,4.25,224,18973.2142857143
"755","2021-07-12","Sai Wan Ho","Tai On Building",53,4.23,352,12017.0454545455
"756","2021-07-12","Kennedy Town","Jade Court",39,5.7,313,18210.8626198083
"757","2021-07-12","Mid-Levels West","Goldwin Heights",27,19.38,802,24164.5885286783
"758","2021-07-12","Central","46-50 Elgin Street",53,6.7,395,16962.0253164557
"759","2021-07-12","Tin Hau","16 Glass Street",47,8.2,628,13057.3248407643
"760","2021-07-12","North Point","Healthy Gardens",41,7.38,456,16184.2105263158
"761","2021-07-12","Siu Sai Wan","Cheerful Garden",26,4.6,592,7770.27027027027
"762","2021-07-12","Tin Hau","San Ho Building",37,5.12,310,16516.1290322581
"763","2021-07-12","Mid-Levels West","Euston Court",32,17.38,786,22111.9592875318
"764","2021-07-12","Kennedy Town","Wah Po Building",42,5.65,311,18167.2025723473
"765","2021-07-12","Sai Wan Ho","132-134 Shau Kei Wan Road",55,5.8,704,8238.63636363636
"766","2021-07-12","Sheung Wan","Hollywood Terrace",21,10.45,615,16991.8699186992
"767","2021-07-12","Sai Wan Ho","Lok Kwan House",62,5.7,614,9283.38762214984
"768","2021-07-10","Ap Lei CHau","Lei Tung Estate",33,2.98,381,7821.52230971128
"769","2021-07-09","Mid-Levels West","Midland Court",31,7.08,341,20762.4633431085
"770","2021-07-09","Mid-Levels West","Jadestone Court",30,6.93,332,20873.4939759036
"771","2021-07-09","Central","Garley Building",35,5.88,262,22442.7480916031
"772","2021-07-09","Sheung Wan","Hollywood Terrace",21,12.5,703,17780.9388335704
"773","2021-07-09","Sheung Wan","The Bellevue Place",22,8,377,21220.1591511936
"774","2021-07-09","South Horizons","South Horizons",26,9.34,536,17425.3731343284
"775","2021-07-09","Shau Kei Wan","Heung Yuen Gardens",46,5,388,12886.5979381443
"776","2021-07-09","Heng Fa Chuen","Heng Fa Chuen",32,14.08,826,17046.004842615
"777","2021-07-09","Sai Ying Pun","Western Garden",38,9.28,512,18125
"778","2021-07-09","Kennedy Town","Luen Hong Apartments",49,5.73,372,15403.2258064516
"779","2021-07-09","Siu Sai Wan","Island Resort",20,9.3,455,20439.5604395604
"780","2021-07-09","North Point Mid-Levels","Flora Garden",41,18.48,837,22078.853046595
"781","2021-07-09","North Point Mid-Levels","Fortress Garden",38,12.1,658,18389.0577507599
"782","2021-07-09","Quarry Bay","Wai Lee Building",53,3.9,344,11337.2093023256
"783","2021-07-09","Sheung Wan","Centre Stage",15,15.8,628,25159.2356687898
"784","2021-07-09","Kornhill","Kornhill",34,10.35,605,17107.4380165289
"785","2021-07-09","Tin Hau","Victoria Centre",39,11.6,572,20279.7202797203
"786","2021-07-09","Mid-Levels West","The Icon",10,12.15,506,24011.8577075099
"787","2021-07-09","South Horizons","South Horizons",28,13.8,739,18673.8836265223
"788","2021-07-09","Kennedy Town","The Hudson",5,9.39,324,28981.4814814815
"789","2021-07-09","Sai Ying Pun","Fung Shing Building",44,9.28,539,17217.0686456401
"790","2021-07-09","Wan Chai","The Morrison",13,9,431,20881.6705336427
"791","2021-07-09","Yuk Kwai Shan Wan Poon","Larvotto",10,18.5,763,24246.3958060288
"792","2021-07-09","Pok Fu Lam","Chi Fu Fa Yuen",41,8.8,588,14965.9863945578
"793","2021-07-09","Chai Wan","Neptune Terrace",35,7.45,700,10642.8571428571
"794","2021-07-09","Shau Kei Wan","Tak Fook Building",34,4.2,295,14237.2881355932
"795","2021-07-09","Siu Sai Wan","Island Resort",20,11.24,605,18578.5123966942
"796","2021-07-09","Sai Wan Ho","Hoi Ning Building",43,4.6,279,16487.4551971326
"797","2021-07-09","South Horizons","South Horizons",28,18.48,863,21413.6732329085
"798","2021-07-09","Shau Kei Wan","Shaukeiwan Plaza",29,7,445,15730.3370786517
"799","2021-07-09","Tin Hau","Po Wing Building",35,6.58,362,18176.7955801105
"800","2021-07-09","Sai Ying Pun","Connaught Garden",35,7.4,340,21764.7058823529
"801","2021-07-09","Causeway Bay","Park Haven",7,13.38,425,31482.3529411765
"802","2021-07-09","Kennedy Town","Kennedy Town Centre",26,11.3,615,18373.9837398374
"803","2021-07-09","Sai Wan Ho","Les Saisons",19,21.09,865,24381.5028901734
"804","2021-07-09","North Point","Chung Nam Mansion",56,7.35,638,11520.3761755486
"805","2021-07-09","Chai Wan","Koway Court",37,5.82,396,14696.9696969697
"806","2021-07-09","Tin Hau","Po Tin Building",49,5.8,397,14609.5717884131
"807","2021-07-09","Pok Fu Lam","Pokfulam Gardens",41,7.58,466,16266.0944206009
"808","2021-07-09","Causeway Bay","Hennessy Apartments",61,5.97,431,13851.5081206497
"809","2021-07-09","Deep Bay","Broadview Court",20,8.08,576,14027.7777777778
"810","2021-07-09","Wan Chai","Hong Fu Building",36,3.08,145,21241.3793103448
"811","2021-07-09","South Horizons","South Horizons",26,11.25,686,16399.416909621
"812","2021-07-09","Causeway Bay","Lei Ha Court",62,7,463,15118.7904967603
"813","2021-07-09","Quarry Bay","Mount Parker Lodge",31,12.84,835,15377.245508982
"814","2021-07-09","Wan Chai","Kar Yau Building",48,7.8,424,18396.2264150943
"815","2021-07-09","Yiu Tung","Tung Lam Court",24,5.46,431,12668.2134570766
"816","2021-07-09","North Point","Carson Mansion",42,8.8,522,16858.2375478927
"817","2021-07-09","North Point","Provident Centre",37,13.6,840,16190.4761904762
"818","2021-07-09","North Point","Asia Mansions",55,3.88,301,12890.365448505
"819","2021-07-09","Taikoo Shing","Taikoo Shing",40,12.4,606,20462.0462046205
"820","2021-07-09","Taikoo Shing","Taikoo Shing",40,14.29,664,21521.0843373494
"821","2021-07-09","Sheung Wan","Kai Fung Mansion (Building)",55,6.68,487,13716.6324435318
"822","2021-07-09","Kennedy Town","The Merton",16,11.95,488,24487.7049180328
"823","2021-07-09","Chai Wan","Yan Tsui Court",38,5.95,546,10897.4358974359
"824","2021-07-09","Ma Hang","Lung Tak Court",21,4.02,421,9548.69358669834
"825","2021-07-09","Stanley","Realfound Mansion",32,4.6,282,16312.0567375887
"826","2021-07-09","North Point","Hang Ying House",48,5.9,529,11153.1190926276
"827","2021-07-09","Sai Wan Ho","Lei King Wan",32,8.8,539,16326.5306122449
"828","2021-07-09","Sai Wan Ho","Tai On Building",53,3.63,352,10312.5
"829","2021-07-09","Sai Wan Ho","Hoi On Building",40,4.2,264,15909.0909090909
"830","2021-07-09","North Point","Chu Kee Building",47,6.15,464,13254.3103448276
"831","2021-07-09","Ma Hang","Lung Tak Court",21,3.68,421,8741.09263657957
"832","2021-07-09","Aberdeen","Aberdeen Centre",39,6.25,451,13858.0931263858
"833","2021-07-09","Mid-Levels West","Scholastic Garden",25,16.5,626,26357.8274760383
"834","2021-07-09","North Point","Kiu Kwan Mansion",55,5,491,10183.299389002
"835","2021-07-09","North Point","Yalford Building",44,6.85,393,17430.0254452926
"836","2021-07-09","Yiu Tung","Tung Lam Court",24,4.03,435,9264.36781609196
"837","2021-07-09","Heng Fa Chuen","Heng Fa Chuen",34,8.1,453,17880.7947019868
"838","2021-07-09","Tin Hau","Lee King Mansion",28,6.15,306,20098.0392156863
"839","2021-07-09","North Point","City Garden",35,10.6,596,17785.2348993289
"840","2021-07-09","North Point","Healthy Gardens",41,7.35,456,16118.4210526316
"841","2021-07-09","Kennedy Town","University Heights",25,8.1,401,20199.5012468828
"842","2021-07-09","North Point","Odeon Building",36,6.25,337,18545.9940652819
"843","2021-07-09","Wan Chai","Lok Moon Mansion",33,6,262,22900.7633587786
"844","2021-07-09","Tin Hau","Merlin Garden",28,9.2,496,18548.3870967742
"845","2021-07-09","Shau Kei Wan","Golden Mansion",43,4.05,255,15882.3529411765
"846","2021-07-09","Pok Fu Lam","Chi Fu Fa Yuen",41,7.8,439,17767.6537585421
"847","2021-07-09","Sai Wan Ho","Felicity Garden",31,9.99,732,13647.5409836066
"848","2021-07-09","Causeway Bay","Kingston Building",55,12,854,14051.5222482436
"849","2021-07-09","South Horizons","South Horizons",29,12.8,729,17558.2990397805
"850","2021-07-09","North Point","Luen Wo Apartments",59,5.64,590,9559.3220338983
"851","2021-07-09","North Point","Island Lodge",12,16.33,629,25961.8441971383
"852","2021-07-09","Kennedy Town","Pearl Court",41,7.99,435,18367.816091954
"853","2021-07-09","Heng Fa Chuen","Heng Fa Chuen",33,8.68,560,15500
"854","2021-07-08","Mid-Levels West","The Grand Panorama",26,18.18,812,22389.1625615764
"855","2021-07-08","Quarry Bay","The Orchards",18,15.3,614,24918.5667752443
"856","2021-07-08","Taikoo Shing","Taikoo Shing",43,9.98,489,20408.9979550102
"857","2021-07-08","Heng Fa Chuen","Heng Fa Chuen",33,8.58,560,15321.4285714286
"858","2021-07-08","North Point","Odeon Building",36,9.38,529,17731.5689981096
"859","2021-07-08","Taikoo Shing","Taikoo Shing",39,13.35,701,19044.2225392297
"860","2021-07-08","South Horizons","South Horizons",29,9.98,529,18865.7844990548
"861","2021-07-08","Deep Bay","Broadview Court",20,10.65,591,18020.3045685279
"862","2021-07-08","Taikoo Shing","Taikoo Shing",34,17.1,760,22500
"863","2021-07-08","Kennedy Town","The Merton",16,12.05,482,25000
"864","2021-07-08","Tai Hang Mid-Levels","The Legend",14,25.5,871,29276.6934557979
"865","2021-07-08","North Point","98-100 Chun Yeung Street",54,5.4,642,8411.21495327103
"866","2021-07-08","Aberdeen","Aberdeen Centre",41,5.8,432,13425.9259259259
"867","2021-07-08","North Point Mid-Levels","Grand Villa",17,7.75,406,19088.6699507389
"868","2021-07-08","Shau Kei Wan","Aldrich Garden",20,7.05,592,11908.7837837838
"869","2021-07-08","Shau Kei Wan","Aldrich Garden",20,6.43,592,10861.4864864865
"870","2021-07-08","Kornhill","Kornhill Garden",34,7.98,431,18515.0812064965
"871","2021-07-08","Wan Chai","The Zenith",14,11.28,504,22380.9523809524
"872","2021-07-08","Sheung Wan","Kee On Building",29,7.1,257,27626.4591439689
"873","2021-07-08","Tin Hau","Belle House",43,8,503,15904.5725646123
"874","2021-07-08","Aberdeen","Aberdeen Centre",41,8.38,572,14650.3496503497
"875","2021-07-08","North Point","Ka Wai Building",36,5,239,20920.5020920502
"876","2021-07-08","Aberdeen","Aberdeen Centre",41,7.18,432,16620.3703703704
"877","2021-07-08","South Horizons","South Horizons",28,10,632,15822.7848101266
"878","2021-07-08","Wan Chai","One Wanchai",8,8.44,320,26375
"879","2021-07-08","Siu Sai Wan","Cheerful Garden",26,5.2,587,8858.60306643952
"880","2021-07-08","North Point","Maple Gardens",29,6.65,365,18219.1780821918
"881","2021-07-08","Tai Hang","Villa D' Arte",22,9.78,418,23397.1291866029
"882","2021-07-08","Kennedy Town","Harbour View Garden",27,8.95,421,21258.9073634204
"883","2021-07-08","Yiu Tung","Tung Lam Court",24,5.37,538,9981.4126394052
"884","2021-07-08","Shau Kei Wan","Aldrich Garden",20,5.38,431,12482.5986078886
"885","2021-07-08","Siu Sai Wan","Harmony Garden",24,4.18,431,9698.37587006961
"886","2021-07-08","Shau Kei Wan","Tung Tao Court",16,5.4,406,13300.4926108374
"887","2021-07-08","Shau Kei Wan","Aldrich Garden",20,5.79,484,11962.8099173554
"888","2021-07-08","North Point","Odeon Building",36,5.48,337,16261.1275964392
"889","2021-07-08","Pok Fu Lam","Chi Fu Fa Yuen",41,7.55,439,17198.1776765376
"890","2021-07-08","Ap Lei CHau","Lei Tung Estate",33,3.05,381,8005.24934383202
"891","2021-07-08","Pok Fu Lam","Chi Fu Fa Yuen",42,9.4,588,15986.3945578231
"892","2021-07-08","Mid-Levels West","Nikken Heights",32,15.7,758,20712.401055409
"893","2021-07-08","North Point","Harbour Heights",32,11.68,614,19022.8013029316
"894","2021-07-08","Chai Wan","Greenwood Terrace",36,6.6,504,13095.2380952381
"895","2021-07-08","Kennedy Town","Shun On Building",30,6.5,356,18258.4269662921
"896","2021-07-08","Shau Kei Wan","Fung Yuen Building",56,5.2,523,9942.63862332696
"897","2021-07-08","Sai Wan Ho","Wah Tong Building",43,4.72,277,17039.7111913357
"898","2021-07-08","Chai Wan","Greenwood Terrace",36,6.35,536,11847.0149253731
"899","2021-07-08","South Horizons","South Horizons",29,10,610,16393.4426229508
"900","2021-07-08","Sai Ying Pun","Kwan Yick Building",43,5.5,374,14705.8823529412
"901","2021-07-08","North Point","Healthy Village",27,6,452,13274.3362831858
"902","2021-07-08","Kennedy Town","University Heights",25,17.9,790,22658.2278481013
"903","2021-07-08","Tin Wan","South View Garden",26,6.85,354,19350.2824858757
"904","2021-07-08","North Point","City Garden",38,13.05,807,16171.0037174721
"905","2021-07-08","South Horizons","South Horizons",29,10.8,598,18060.2006688963
"906","2021-07-08","Sai Ying Pun","Upton",6,20.18,675,29896.2962962963
"907","2021-07-08","Kennedy Town","Mei Wah Mansion",41,4.28,254,16850.3937007874
"908","2021-07-08","Ma Hang","Lung Tak Court",21,4.9,527,9297.91271347249
"909","2021-07-08","Sai Ying Pun","Kwong Fung Terrace",27,14,723,19363.7621023513
"910","2021-07-08","Mid-Levels West","The Summa",7,28,954,29350.1048218029
"911","2021-07-08","Happy Valley","Blue Pool Lodge",64,13.3,926,14362.8509719222
"912","2021-07-08","Wan Chai","The Zenith",14,14.3,610,23442.6229508197
"913","2021-07-08","Causeway Bay","Hennessy Apartments",61,5.7,483,11801.2422360248
"914","2021-07-08","North Point Mid-Levels","Viking Villas",44,15.38,700,21971.4285714286
"915","2021-07-08","Quarry Bay","Ka Wing Building",38,5.65,325,17384.6153846154
"916","2021-07-08","Kennedy Town","Luen Wai Apartment",50,5.53,391,14143.2225063939
"917","2021-07-08","Sai Wan Ho","Lei King Wan",33,9.8,544,18014.7058823529
"918","2021-07-08","Tin Wan","Waterfront South",22,7.68,479,16033.4029227557
"919","2021-07-08","Yuk Kwai Shan Wan Poon","Sham Wan Towers",17,10.9,511,21330.7240704501
"920","2021-07-08","North Point","Harbour Glory",1,11,437,25171.6247139588
"921","2021-07-08","Sheung Wan","Grandview Garden",27,8.6,378,22751.3227513228
"922","2021-07-08","Heng Fa Chuen","Heng Fa Chuen",31,11.5,659,17450.6828528073
"923","2021-07-08","Wah Fu","Wah Kwai Estate",30,3.8,544,6985.29411764706
"924","2021-07-08","Wan Chai","Fu Yuen Building",54,5.08,302,16821.1920529801
"925","2021-07-08","Sai Wan Ho","Sun Sing Centre",38,5.5,367,14986.3760217984
"926","2021-07-08","Sheung Wan","Macro Garden (Ka Lok Garden)",26,5.95,315,18888.8888888889
"927","2021-07-08","Shau Kei Wan","Island Garden",3,9.75,513,19005.8479532164
"928","2021-07-08","Taikoo Shing","Taikoo Shing",43,10,530,18867.9245283019
"929","2021-07-08","Taikoo Shing","Taikoo Shing",42,13.75,685,20072.9927007299
"930","2021-07-08","North Point","Kwok On House",62,7,985,7106.59898477157
"931","2021-07-08","North Point","On Ning Building",52,4.5,529,8506.61625708885
"932","2021-07-08","North Point","Hung Fuk Building",58,4,414,9661.83574879227
"933","2021-07-08","South Horizons","South Horizons",27,18.3,879,20819.1126279863
"934","2021-07-07","Quarry Bay","Nan Fung Sun Chuen",43,9.15,516,17732.5581395349
"935","2021-07-07","Mid-Levels West","Euston Court",32,17.38,786,22111.9592875318
"936","2021-07-07","Heng Fa Chuen","Heng Fa Chuen",33,10.38,620,16741.935483871
"937","2021-07-07","Kennedy Town","Joyful Building",32,9.98,569,17539.5430579965
"938","2021-07-07","Wan Chai","Valiant Court",26,4.25,224,18973.2142857143
"939","2021-07-07","South Horizons","South Horizons",28,10.36,623,16629.2134831461
"940","2021-07-07","South Horizons","South Horizons",28,17.38,864,20115.7407407407
"941","2021-07-07","Mid-Levels West","Valiant Park",28,16,802,19950.1246882793
"942","2021-07-07","Mid-Levels West","Euston Court",32,11.6,587,19761.4991482112
"943","2021-07-07","Ma Hang","Lung Tak Court",21,4.08,417,9784.1726618705
"944","2021-07-07","Kennedy Town","Smithfield Terrace",35,8.5,457,18599.5623632385
"945","2021-07-07","Quarry Bay","Tai Kut House",55,5.25,380,13815.7894736842
"946","2021-07-07","Mid-Levels West","Scholastic Garden",25,16,783,20434.2273307791
"947","2021-07-07","Shau Kei Wan","Aldrich Garden",20,7.38,592,12466.2162162162
"948","2021-07-07","Yiu Tung","Tung Yan Court",22,4.4,426,10328.6384976526
"949","2021-07-07","Tin Wan","Yen Shing Mansion",33,4.75,287,16550.5226480836
"950","2021-07-07","Chai Wan","Bayview Park",22,9.45,624,15144.2307692308
"951","2021-07-07","Chai Wan","New Jade Garden",33,9.2,615,14959.3495934959
"952","2021-07-07","North Point","Full Wealth Gardens",35,7.7,491,15682.2810590631
"953","2021-07-07","Taikoo Shing","Taikoo Shing",36,14.96,708,21129.9435028249
"954","2021-07-07","Wah Fu","Wah Kwai Estate",29,2.77,376,7367.02127659574
"955","2021-07-07","Tin Wan","Pelene Mansion",41,4.7,282,16666.6666666667
"956","2021-07-07","Sheung Wan","Silver Jubilee Mansion",41,5.7,288,19791.6666666667
"957","2021-07-07","Mid-Levels West","Glory Heights",32,18.69,744,25120.9677419355
"958","2021-07-07","Sai Ying Pun","Kwong Fung Terrace",27,12.1,614,19706.8403908795
"959","2021-07-07","Shek Tong Tsui","Mei Sun Lau",40,5.2,328,15853.6585365854
"960","2021-07-07","Kennedy Town","Kam Ho Court",32,5.15,244,21106.5573770492
"961","2021-07-07","Wah Fu","Wah Kwai Estate",30,4.4,598,7357.85953177258
"962","2021-07-07","Chai Wan","New Jade Garden",33,9.08,610,14885.2459016393
"963","2021-07-07","Taikoo Shing","Taikoo Shing",34,16.96,760,22315.7894736842
"964","2021-07-07","Tin Wan","Pelene Mansion",41,4.55,287,15853.6585365854
"965","2021-07-07","North Point","Tanner Garden",30,15.5,840,18452.380952381
"966","2021-07-07","Kennedy Town","Jade Court",39,6.4,393,16284.9872773537
"967","2021-07-07","South Horizons","South Horizons",28,23.6,639,36932.7073552426
"968","2021-07-07","Kornhill","Kornhill",34,16.37,902,18148.5587583149
"969","2021-07-07","Sai Wan Ho","Tai On Building",53,4.1,352,11647.7272727273
"970","2021-07-07","Sheung Wan","Manhattan Avenue",17,9.74,415,23469.8795180723
"971","2021-07-07","North Point","Lime Habitat",10,7.53,363,20743.8016528926
"972","2021-07-07","North Point","Fung Cheong Building",42,6.3,356,17696.6292134831
"973","2021-07-07","Yiu Tung","Tung Yan Court",22,4.49,421,10665.0831353919
"974","2021-07-07","Kennedy Town","The Sail At Victoria",12,12.75,497,25653.9235412475
"975","2021-07-07","North Point","Harbour Heights",32,18.9,854,22131.1475409836
"976","2021-07-07","South Horizons","South Horizons",26,13.7,743,18438.7617765814
"977","2021-07-07","Aberdeen","Jumbo Building",33,6,335,17910.447761194
"978","2021-07-07","Heng Fa Chuen","Heng Fa Chuen",33,10.65,643,16562.9860031104
"979","2021-07-07","North Point","Harbour Heights",32,12.38,620,19967.7419354839
"980","2021-07-07","Shek Tong Tsui","Novum West",1,6.38,224,28482.1428571429
"981","2021-07-07","Sai Ying Pun","Cheong King Court",36,5.48,271,20221.4022140221
"982","2021-07-07","Pok Fu Lam","Chi Fu Fa Yuen",41,7.11,439,16195.8997722096
"983","2021-07-07","Pok Fu Lam","Chi Fu Fa Yuen",40,7.2,439,16400.9111617312
"984","2021-07-07","Quarry Bay","Tak Lee Building",49,3.65,292,12500
"985","2021-07-07","Kennedy Town","Cayman Rise",20,10,464,21551.724137931
"986","2021-07-07","North Point","Conwell Mansion",47,8,588,13605.4421768707
"987","2021-07-07","Kornhill","Kornhill",35,7.6,524,14503.8167938931
"988","2021-07-07","Taikoo Shing","Taikoo Shing",34,12.75,592,21537.1621621622
"989","2021-07-07","Sai Ying Pun","Kam Wa Building",40,5.5,327,16819.5718654434
"990","2021-07-07","Wan Chai","Fully Building",39,4.65,320,14531.25
"991","2021-07-07","North Point","Provident Centre",37,15.7,823,19076.5492102066
"992","2021-07-07","Siu Sai Wan","Island Resort",20,14.5,729,19890.2606310014
"993","2021-07-07","Ap Lei CHau","Lei Tung Estate",33,3.15,381,8267.71653543307
"994","2021-07-06","Pok Fu Lam","Chi Fu Fa Yuen",41,10,588,17006.8027210884
"995","2021-07-06","Wan Chai","Kam Fook Mansion",46,6.18,390,15846.1538461538
"996","2021-07-06","Taikoo Shing","Taikoo Shing",41,14.38,706,20368.2719546742
"997","2021-07-06","Yuk Kwai Shan Wan Poon","Larvotto",10,21.5,784,27423.4693877551
"998","2021-07-06","Heng Fa Chuen","Heng Fa Chuen",32,15.1,819,18437.1184371184
"999","2021-07-06","Heng Fa Chuen","Heng Fa Chuen",32,10,600,16666.6666666667
"1000","2021-07-06","Quarry Bay","The Orchards",18,13.98,611,22880.5237315876
"1001","2021-07-06","North Point Mid-Levels","Pacific Palisades",30,20.08,845,23763.3136094675
"1002","2021-07-06","Sheung Wan","16 Upper Station Street",54,6.4,440,14545.4545454545
"1003","2021-07-06","Kennedy Town","Luen Yau Apartments",49,5.18,330,15696.9696969697
"1004","2021-07-06","Shek Tong Tsui","Novum West",1,8.8,294,29931.9727891156
"1005","2021-07-06","Happy Valley","Champion Court (Building)",48,25.2,970,25979.381443299
"1006","2021-07-06","Tin Wan","Hung Fuk Court",23,4.08,407,10024.57002457
"1007","2021-07-06","Taikoo Shing","Taikoo Shing",43,12.6,685,18394.1605839416
"1008","2021-07-06","Sheung Wan","Queen's Terrace",18,8.45,322,26242.2360248447
"1009","2021-07-06","South Horizons","South Horizons",29,11,610,18032.7868852459
"1010","2021-07-06","Wan Chai","Hoover Towers",32,7.28,316,23037.9746835443
"1011","2021-07-06","North Point","Full Wealth Gardens",37,7.7,463,16630.6695464363
"1012","2021-07-06","Kornhill","Kornhill",35,12.7,685,18540.1459854015
"1013","2021-07-06","North Point","La Place De Victoria",15,9.12,396,23030.303030303
"1014","2021-07-06","Tai Hang Mid-Levels","Winway Court",39,11.5,719,15994.4367176634
"1015","2021-07-06","Sai Wan Ho","Little Hut",56,9.85,990,9949.49494949495
