"","Date","Area","Name","Years","Price..mm.","Size.sqft.","Price/Sqft"
"1","2021-08-02","Sai Ying Pun","Fung Yat Building",33,4.88,263,18555.1330798479
"2","2021-08-02","Tin Hau","Victoria Centre",39,9.6,539,17810.7606679035
"3","2021-08-02","Sai Wan Ho","Lei King Wan",33,14.15,789,17934.0937896071
"4","2021-08-02","North Point","Island Place",24,15.98,996,16044.1767068273
"5","2021-08-02","North Point Mid-Levels","7A Comfort Terrace",44,9.5,682,13929.6187683284
"6","2021-08-02","Deep Bay","Broadview Court",20,6.18,422,14644.5497630332
"7","2021-08-02","Pok Fu Lam","Chi Fu Fa Yuen",42,9.23,694,13299.711815562
"8","2021-08-02","North Point","City Garden",35,16.8,963,17445.4828660436
"9","2021-08-02","Mid-Levels West","Euston Court",32,11.16,587,19011.9250425894
"10","2021-08-02","Central","Garley Building",35,5.88,262,22442.7480916031
"11","2021-08-02","Kennedy Town","Chin Hom Court",26,6,323,18575.8513931889
"12","2021-07-30","Taikoo Shing","Taikoo Shing",42,13.98,685,20408.7591240876
"13","2021-07-30","Quarry Bay","Westlands Gardens",46,12.5,894,13982.1029082774
"14","2021-07-30","Tai Hang Mid-Levels","Morengo Court",45,19.8,956,20711.2970711297
"15","2021-07-30","Kornhill","Kornhill",35,9.5,529,17958.4120982987
"16","2021-07-30","Siu Sai Wan","Island Resort",20,14.08,752,18723.4042553192
"17","2021-07-30","Mid-Levels West","Scholastic Garden",25,16.5,626,26357.8274760383
"18","2021-07-30","Causeway Bay","Dragon Rise",35,6,319,18808.7774294671
"19","2021-07-30","Tin Wan","Full Jade Mansion",29,4.88,256,19062.5
"20","2021-07-30","Kennedy Town","Ka On Building",32,10,519,19267.8227360308
"21","2021-07-30","Deep Bay","Broadview Court",20,7.1,591,12013.5363790186
"22","2021-07-30","Pok Fu Lam","Chi Fu Fa Yuen",41,17.6,809,21755.2533992583
"23","2021-07-30","Quarry Bay","Chung Hing Mansion",55,4,374,10695.1871657754
"24","2021-07-30","Wan Chai","The Gloucester",8,9.6,342,28070.1754385965
"25","2021-07-30","North Point","City Garden",38,15.9,879,18088.7372013652
"26","2021-07-30","Shek Tong Tsui","Poga Building",39,5.41,318,17012.5786163522
"27","2021-07-30","Sai Wan Ho","Monti",1,6.76,285,23719.298245614
"28","2021-07-30","North Point","Island Place",24,16.28,780,20871.7948717949
"29","2021-07-30","Sheung Wan","Universal Building",35,5.05,254,19881.8897637795
"30","2021-07-30","Kennedy Town","Smithfield Terrace",35,6.25,314,19904.4585987261
"31","2021-07-29","Mid-Levels West","Academic Terrace",31,11.88,649,18305.0847457627
"32","2021-07-29","Wan Chai","Tonnochy Towers",46,5.48,367,14931.8801089918
"33","2021-07-29","Ap Lei CHau","Marina Habitat",23,9.8,605,16198.347107438
"34","2021-07-29","North Point","Fortress Metro Tower",34,8,410,19512.1951219512
"35","2021-07-29","Tin Hau","Supernova Stand",20,6.9,332,20783.1325301205
"36","2021-07-29","Mid-Levels West","3 Chico Terrace",33,7.2,358,20111.7318435754
"37","2021-07-29","Sai Wan Ho","Tai On Building",53,4.58,352,13011.3636363636
"38","2021-07-29","Kennedy Town","Belcher's Hill",53,4.58,352,13011.3636363636
"39","2021-07-29","Yiu Tung","Tung Shing Court",21,6.08,559,10876.5652951699
"40","2021-07-29","South Horizons","South Horizons",28,12.68,739,17158.3220568336
"41","2021-07-28","Taikoo Shing","Taikoo Shing",43,10.75,690,15579.7101449275
"42","2021-07-28","North Point Mid-Levels","Dragon Heart Court",37,14,803,17434.6201743462
"43","2021-07-28","Wan Chai","Tonnochy Towers",46,5.6,354,15819.209039548
"44","2021-07-28","Shau Kei Wan","Metro Mansion",54,4.5,414,10869.5652173913
"45","2021-07-28","North Point Mid-Levels","Fortress Garden",40,12.1,645,18759.6899224806
"46","2021-07-28","Sai Wan Ho","Grand Promenade",16,16.5,675,24444.4444444444
"47","2021-07-28","Happy Valley","Unique Tower",39,7.49,308,24318.1818181818
"48","2021-07-28","Sheung Wan","Queen's Terrace",18,10.6,516,20542.6356589147
"49","2021-07-28","Mid-Levels West","Bella Vista",21,9.45,383,24673.6292428198
"50","2021-07-28","Quarry Bay","Wai Lee Building",53,3.3,334,9880.23952095808
"51","2021-07-28","Kennedy Town","Hau Wo Building",47,4.8,244,19672.131147541
"52","2021-07-28","Kennedy Town","Millennium Court",20,10.6,524,20229.0076335878
"53","2021-07-28","Sai Wan Ho","Sun Sing Centre",38,5.48,293,18703.071672355
"54","2021-07-28","Sai Wan Ho","Wai Hang Mansion",45,3.42,297,11515.1515151515
"55","2021-07-28","North Point","Fu Lee Loy Mansion",39,4.18,238,17563.025210084
"56","2021-07-27","Chai Wan","New Jade Garden",33,6.3,449,14031.1804008909
"57","2021-07-27","North Point","Kam Ping Mansion",55,4.9,529,9262.75992438563
"58","2021-07-27","Taikoo Shing","Taikoo Shing",43,12.6,685,18394.1605839416
"59","2021-07-27","North Point","Gain Yu Building",33,6.8,440,15454.5454545455
"60","2021-07-27","Ap Lei CHau","Pat Leung Building",34,5.7,371,15363.8814016173
"61","2021-07-27","Mid-Levels West","Jing Tai Garden Mansion",43,12.98,672,19315.4761904762
"62","2021-07-27","Causeway Bay","Vienna Mansion",62,9.5,703,13513.5135135135
"63","2021-07-27","Sai Wan Ho","Grand Promenade",16,11.88,498,23855.421686747
"64","2021-07-27","South Horizons","South Horizons",27,10,592,16891.8918918919
"65","2021-07-27","South Horizons","South Horizons",28,13.35,742,17991.9137466307
"66","2021-07-26","Shau Kei Wan","Tuck Wun Mansion",48,4.7,383,12271.5404699739
"67","2021-07-26","Shek Tong Tsui","Nam Cheong Building",42,5.3,280,18928.5714285714
"68","2021-07-26","Sheung Wan","The Bellevue Place",22,7.85,354,22175.1412429379
"69","2021-07-26","Happy Valley","Fortuna Court",24,19,679,27982.3269513991
"70","2021-07-26","Wan Chai","The Avenue",6,21.5,761,28252.2996057819
"71","2021-07-26","Kennedy Town","Sincere Western House",55,9.18,652,14079.754601227
"72","2021-07-26","Chai Wan","Yuet Chui Court",22,6.5,645,10077.519379845
"73","2021-07-26","North Point","Odeon Building",36,9.38,529,17731.5689981096
"74","2021-07-26","Siu Sai Wan","Island Resort",20,9.1,455,20000
"75","2021-07-26","Central","Lilian Court",28,7.18,333,21561.5615615616
"76","2021-07-26","Heng Fa Chuen","Heng Fa Chuen",32,14.38,826,17409.200968523
"77","2021-07-26","Kornhill","Kornhill",34,10.35,605,17107.4380165289
"78","2021-07-26","Quarry Bay","Kornville",25,10.93,604,18096.0264900662
"79","2021-07-26","Shau Kei Wan","Lime Gala",3,6.7,333,20120.1201201201
"80","2021-07-26","Quarry Bay","Montane Mansion",49,4.5,388,11597.9381443299
"81","2021-07-26","Wah Fu","Wah Kwai Estate",29,2.95,443,6659.14221218962
"82","2021-07-26","Tin Hau","Park Towers",32,23.28,910,25582.4175824176
"83","2021-07-26","Quarry Bay","Tai Ming House",55,5,380,13157.8947368421
"84","2021-07-23","Mid-Levels West","Cartwright Gardens",28,8.05,346,23265.8959537572
"85","2021-07-23","Mid-Levels West","Windsor Court",27,6.5,259,25096.5250965251
"86","2021-07-23","South Horizons","South Horizons",27,9.98,581,17177.2805507745
"87","2021-07-23","Wan Chai","Hoover Towers",31,7,295,23728.813559322
"88","2021-07-23","Sai Ying Pun","Tak Lee Building",35,3.85,193,19948.1865284974
"89","2021-07-23","North Point","Bedford Gardens",40,9.2,597,15410.3852596315
"90","2021-07-23","Ap Lei CHau","Billion Court",30,6.3,386,16321.2435233161
"91","2021-07-23","Ap Lei CHau","Wai Fung Mansion",42,7.95,346,22976.8786127168
"92","2021-07-23","Ap Lei CHau","Wai Fung Mansion",42,6.95,305,22786.8852459016
"93","2021-07-23","Ap Lei CHau","Wai Fung Mansion",42,14.66,341,42991.2023460411
"94","2021-07-23","Ap Lei CHau","Wai Fung Mansion",42,7.4,341,21700.8797653959
"95","2021-07-23","Ap Lei CHau","Wai Fung Mansion",42,7.72,346,22312.1387283237
"96","2021-07-23","Ap Lei CHau","Wai Fung Mansion",42,6.71,305,22000
"97","2021-07-23","Causeway Bay","Po Hon Building",53,5.8,399,14536.3408521303
"98","2021-07-23","Kennedy Town","The Merton",16,11.9,474,25105.4852320675
"99","2021-07-23","Mid-Levels West","Ho Kin Building",33,6,278,21582.7338129496
"100","2021-07-23","Chai Wan","Greenwood Terrace",36,7.58,646,11733.746130031
"101","2021-07-23","North Point Mid-Levels","Le Sommet",21,11.63,580,20051.724137931
"102","2021-07-23","Ap Lei CHau","Ap Lei Chau Centre",37,5.5,332,16566.265060241
"103","2021-07-22","Sai Ying Pun","Artisan House",3,6.6,216,30555.5555555556
"104","2021-07-22","Sai Ying Pun","Wah Lee Building",43,4.73,260,18192.3076923077
"105","2021-07-22","Tin Hau","Victoria Mansion",56,4.78,307,15570.0325732899
"106","2021-07-22","North Point","Bedford Gardens",40,6.5,406,16009.8522167488
"107","2021-07-22","North Point","Wing Fat Building",42,3.8,245,15510.2040816327
"108","2021-07-22","Quarry Bay","Mount Parker Lodge",31,9.38,560,16750
"109","2021-07-22","North Point","Harbour Heights",32,11,623,17656.5008025682
"110","2021-07-22","Sai Ying Pun","Western Garden",38,7.57,365,20739.7260273973
"111","2021-07-22","North Point","Healthy Gardens",41,7.99,446,17914.798206278
"112","2021-07-22","Mid-Levels West","The Belchers",20,19.2,751,25565.9121171771
"113","2021-07-22","Residence Bel-air","Residence Bel-Air",13,18,734,24523.1607629428
"114","2021-07-22","Chai Wan","New Jade Garden",33,6.8,453,15011.0375275938
"115","2021-07-22","Ap Lei CHau","Ap Lei Chau Centre",37,6.6,386,17098.4455958549
"116","2021-07-22","Ap Lei CHau","Yee Hing Building",36,5.83,336,17351.1904761905
"117","2021-07-22","Sai Wan Ho","Grand Promenade",16,16.8,673,24962.852897474
"118","2021-07-22","Sheung Wan","Queen's Terrace",18,8.5,395,21518.9873417722
"119","2021-07-22","Happy Valley","Majestic Court",32,11.4,526,21673.0038022814
"120","2021-07-22","North Point","Universal Towers",39,9.68,684,14152.0467836257
"121","2021-07-22","Heng Fa Chuen","Heng Fa Chuen",33,11,614,17915.3094462541
"122","2021-07-22","Kennedy Town","Luen Wai Apartment",50,5.6,372,15053.7634408602
"123","2021-07-22","Kennedy Town","Shun Fai Building",27,7.66,323,23715.1702786378
"124","2021-07-22","Shau Kei Wan","Chuang's Heights",21,6.5,353,18413.597733711
"125","2021-07-22","Mid-Levels West","Robinson Heights",31,19.8,831,23826.714801444
"126","2021-07-23","Chai Wan","Greenwood Terrace",36,7.58,646,11733.746130031
"127","2021-07-23","North Point Mid-Levels","Le Sommet",21,11.63,580,20051.724137931
"128","2021-07-23","Ap Lei CHau","Ap Lei Chau Centre",37,5.5,332,16566.265060241
"129","2021-07-23","Kennedy Town","The Merton",16,7.82,313,24984.0255591054
"130","2021-07-23","Wan Chai","Tonnochy Towers",46,5.68,354,16045.197740113
"131","2021-07-23","Tai Hang","Intelligent Court",32,9.6,431,22273.7819025522
"132","2021-07-23","Sai Ying Pun","Wing Lee Building",43,4.03,207,19468.5990338164
"133","2021-07-23","Sai Wan Ho","Grand Promenade",16,10.85,499,21743.4869739479
"134","2021-07-23","Kennedy Town","Smithfield Terrace",35,8.2,457,17943.1072210066
"135","2021-07-23","Mid-Levels West","Woodland Court",35,7.72,394,19593.9086294416
"136","2021-07-23","Tin Hau","Park Towers",32,23.6,910,25934.0659340659
"137","2021-07-23","North Point","Carson Mansion",42,8.23,485,16969.0721649485
"138","2021-07-23","Heng Fa Chuen","Heng Fa Chuen",33,8.38,497,16861.1670020121
"139","2021-07-23","Pok Fu Lam","Chi Fu Fa Yuen",40,7.48,439,17038.7243735763
"140","2021-07-23","Central","Winner Building",50,7.1,378,18783.0687830688
"141","2021-07-22","Pok Fu Lam","Baguio Villa",41,16.5,906,18211.9205298013
"142","2021-07-22","Sai Ying Pun","Artisan House",3,6.6,216,30555.5555555556
"143","2021-07-22","North Point","The Wharf",18,8.55,466,18347.6394849785
"144","2021-07-22","South Horizons","South Horizons",28,14.3,739,19350.4736129905
"145","2021-07-22","Sai Ying Pun","Wah Lee Building",43,4.73,260,18192.3076923077
"146","2021-07-22","Tin Hau","Tobacco House",46,5.5,343,16034.9854227405
"147","2021-07-22","Sai Wan Ho","Tai On Building",53,3,274,10948.9051094891
"148","2021-07-22","Heng Fa Chuen","Heng Fa Chuen",32,14.08,826,17046.004842615
"149","2021-07-22","Siu Sai Wan","Island Resort",20,10,565,17699.1150442478
"150","2021-07-22","Tin Wan","South View Garden",26,5.8,348,16666.6666666667
"151","2021-07-22","Ap Lei CHau","Hung Fook Court",29,5.6,300,18666.6666666667
"152","2021-07-22","Quarry Bay","Yick Fat Building",49,3.85,330,11666.6666666667
"153","2021-07-22","Yiu Tung","Tung Yan Court",22,5.47,535,10224.2990654206
"154","2021-07-22","Sai Ying Pun","King's Hill",4,8.5,314,27070.0636942675
"155","2021-07-22","South Horizons","South Horizons",28,11.81,630,18746.0317460317
"156","2021-07-22","Shau Kei Wan","Aldrich Garden",20,5.28,431,12250.5800464037
"157","2021-07-22","Mid-Levels West","Lyttelton Garden",27,25.68,867,29619.3771626298
"158","2021-07-22","North Point Mid-Levels","Fortress Garden",40,12.05,652,18481.5950920245
"159","2021-07-22","Aberdeen","Yue Fai Court",40,6.05,419,14439.1408114558
"160","2021-07-22","Wan Chai","Pao Woo Mansion",48,6.55,423,15484.63356974
"161","2021-07-22","Sai Ying Pun","The Nova",5,16.38,628,26082.8025477707
"162","2021-07-22","Shek Tong Tsui","High West",7,8.85,383,23107.0496083551
"163","2021-07-22","Shek Tong Tsui","Dragonfair Garden",29,10.08,465,21677.4193548387
"164","2021-07-22","Kennedy Town","Cheong Fai Building",53,5.68,400,14200
"165","2021-07-22","Sheung Wan","16 Upper Station Street",54,6.4,440,14545.4545454545
"166","2021-07-22","Ap Lei CHau","Wai Fung Mansion",42,7.92,305,25967.2131147541
"167","2021-07-22","North Point","Full Wealth Gardens",36,8.58,623,13772.0706260032
"168","2021-07-22","Sheung Wan","Centre Stage",15,9.8,400,24500
"169","2021-07-22","Quarry Bay","Yick Fat Building",49,3.34,353,9461.75637393768
"170","2021-07-22","Pok Fu Lam","Pokfulam Gardens",41,11.5,705,16312.0567375887
"171","2021-07-22","Wan Chai","Wai Tak Building",49,5.3,468,11324.7863247863
"172","2021-07-22","Shau Kei Wan","The Eastborne",22,6.02,335,17970.1492537313
"173","2021-07-22","North Point","Full Wealth Gardens",35,6,420,14285.7142857143
"174","2021-07-22","Mid-Levels West","No. 2 Park Road",17,22.25,864,25752.3148148148
"175","2021-07-22","Kennedy Town","Smithfield Terrace",35,6.5,314,20700.6369426752
"176","2021-07-22","Causeway Bay","Prospect Mansion",60,14.5,890,16292.1348314607
"177","2021-07-22","Wan Chai","Kwong Sang Hong Building",40,5.8,367,15803.8147138965
"178","2021-07-22","Aberdeen","Yue Fai Court",41,5.8,384,15104.1666666667
"179","2021-07-21","Sai Ying Pun","Panview Court",24,4.18,187,22352.9411764706
"180","2021-07-21","Happy Valley","Yee Fung Building",48,9.9,475,20842.1052631579
"181","2021-07-21","Shau Kei Wan","Lime Gala",3,6,291,20618.5567010309
"182","2021-07-21","Wan Chai","Tai Yuen Court",28,6.54,311,21028.9389067524
"183","2021-07-21","Sai Wan Ho","Les Saisons",19,14.25,552,25815.2173913043
"184","2021-07-21","Mid-Levels West","The Belchers",19,23.08,849,27184.9234393404
"185","2021-07-21","Mid-Levels Central","Merry Garden",49,16.5,752,21941.4893617021
"186","2021-07-21","Aberdeen","Aberdeen Centre",39,7,448,15625
"187","2021-07-21","Ap Lei CHau","Lei Tung Estate",33,2.85,381,7480.31496062992
"188","2021-07-21","Ap Lei CHau","Hung Fook Court",29,5.7,300,19000
"189","2021-07-21","Wan Chai","Dandenong Mansion",32,5.2,271,19188.1918819188
"190","2021-07-21","Taikoo Shing","Taikoo Shing",34,13.48,680,19823.5294117647
"191","2021-07-21","Taikoo Shing","Taikoo Shing",41,17.98,747,24069.6117804552
"192","2021-07-21","Shek Tong Tsui","Novum West",1,8.8,294,29931.9727891156
"193","2021-07-21","North Point","Teemko Court",29,3.5,183,19125.6830601093
"194","2021-07-21","Shau Kei Wan","Wah Po Building",36,4.08,251,16254.9800796813
"195","2021-07-21","Deep Bay","Broadview Court",20,5.93,422,14052.1327014218
"196","2021-07-21","Kennedy Town","Sum Way Mansion",47,6.6,355,18591.5492957746
"197","2021-07-21","Shau Kei Wan","Shui Hing Court",32,3,212,14150.9433962264
"198","2021-07-21","Siu Sai Wan","Fullview Garden",28,6,587,10221.465076661
"199","2021-07-21","Yuk Kwai Shan Wan Poon","Sham Wan Towers",17,9.07,483,18778.4679089027
"200","2021-07-21","Taikoo Shing","Taikoo Shing",43,12.8,689,18577.648766328
"201","2021-07-21","Tin Hau","Jupiter Terrace",19,8,478,16736.4016736402
"202","2021-07-21","Wan Chai","Fook On Building",41,6.25,371,16846.3611859838
"203","2021-07-21","Sai Wan Ho","Wing Yue Yuen Building",51,5.55,502,11055.7768924303
"204","2021-07-21","Taikoo Shing","Taikoo Shing",41,14.38,706,20368.2719546742
"205","2021-07-21","Ap Lei CHau","Marina Habitat",23,7.38,427,17283.3723653396
"206","2021-07-21","Mid-Levels West","Robinson Heights",31,19.8,746,26541.5549597855
"207","2021-07-21","Ma Hang","Lung Tak Court",21,3.9,417,9352.51798561151
"208","2021-07-21","Wan Chai","Sam Yuen Mansion",33,6,386,15544.0414507772
"209","2021-07-21","Heng Fa Chuen","Heng Fa Chuen",33,12.88,722,17839.3351800554
"210","2021-07-21","Sai Wan Ho","Lei King Wan",33,12.7,679,18703.9764359352
"211","2021-07-21","Wan Chai","Hip Sang Building",52,6.66,516,12906.976744186
"212","2021-07-21","Pok Fu Lam","Chi Fu Fa Yuen",42,7.97,439,18154.8974943052
"213","2021-07-21","North Point Mid-Levels","The Pavilia Hill",5,18.6,595,31260.5042016807
"214","2021-07-21","Mid-Levels West","King Ming Mansion",35,6.38,382,16701.5706806283
"215","2021-07-21","Sheung Wan","Centre Stage",15,15.8,628,25159.2356687898
"216","2021-07-21","North Point","Island Place",24,14.55,746,19504.0214477212
"217","2021-07-21","North Point","City Garden",38,13.8,792,17424.2424242424
"218","2021-07-21","Taikoo Shing","Taikoo Shing",41,16.38,747,21927.7108433735
"219","2021-07-21","Wan Chai","Kam Sing Mansion",44,4.72,202,23366.3366336634
"220","2021-07-21","Wan Chai","Hay Wah Building",42,5.78,330,17515.1515151515
"221","2021-07-21","Sai Ying Pun","Tsui King Court",30,6.1,363,16804.4077134986
"222","2021-07-21","Wan Chai","Convention Plaza Apartments",31,15.5,744,20833.3333333333
"223","2021-07-21","North Point","Island Lodge",12,16.18,629,25723.3704292528
"224","2021-07-21","Shau Kei Wan","Fu King Building",45,2.53,166,15240.9638554217
"225","2021-07-21","Sheung Wan","Evora Building",38,5.4,280,19285.7142857143
"226","2021-07-21","South Horizons","South Horizons",27,10.5,590,17796.6101694915
"227","2021-07-21","Shek Tong Tsui","Eivissa Crest",5,7.55,290,26034.4827586207
"228","2021-07-21","North Point","Metropole Building",48,4.6,520,8846.15384615385
"229","2021-07-21","North Point","Harbour Heights",32,16.28,795,20477.9874213836
"230","2021-07-21","Siu Sai Wan","Island Resort",20,14,830,16867.4698795181
"231","2021-07-21","Sheung Wan","Hollywood Terrace",21,14,616,22727.2727272727
"232","2021-07-21","North Point Mid-Levels","Dragon Pride",21,10,426,23474.1784037559
"233","2021-07-21","Chai Wan","Greenwood Terrace",36,7.1,646,10990.7120743034
"234","2021-07-21","Quarry Bay","Dragon View House",43,7.42,415,17879.5180722892
"235","2021-07-21","North Point","Yu Wai Mansion",34,5.68,304,18684.2105263158
"236","2021-07-21","Sai Ying Pun","The Met. Sublime",6,7.55,328,23018.2926829268
"237","2021-07-21","North Point","Universal Towers",39,9.98,684,14590.6432748538
"238","2021-07-20","Sai Ying Pun","The Nova",5,10.35,392,26403.0612244898
"239","2021-07-20","Wan Chai","J Residence",14,8.37,439,19066.0592255125
"240","2021-07-20","Shau Kei Wan","Fu King Building",45,3.48,200,17400
"241","2021-07-20","Sai Wan Ho","Les Saisons",19,14.46,564,25638.2978723404
"242","2021-07-20","Quarry Bay","Parkvale",31,13.5,670,20149.2537313433
"243","2021-07-20","Mid-Levels West","Woodlands Court",28,7.45,377,19761.2732095491
"244","2021-07-20","Mid-Levels West","Hing Hon Building",47,12.7,727,17469.0508940853
"245","2021-07-20","Sheung Wan","Hollywood Terrace",21,12.85,615,20894.3089430894
"246","2021-07-20","Tai Hang Mid-Levels","Tai Hang Terrace",46,14.05,576,24392.3611111111
"247","2021-07-20","Mid-Levels West","Ying Piu Mansion",25,17.68,703,25149.359886202
"248","2021-07-20","Heng Fa Chuen","Heng Fa Chuen",34,7.7,475,16210.5263157895
"249","2021-07-20","Tin Hau","Sing Kung Lau",55,5.1,381,13385.8267716535
"250","2021-06-30","Heng Fa Chuen","Heng Fa Chuen",32,8.73,499,17494.9899799599
"251","2021-06-30","Quarry Bay","Mount Parker Lodge",31,12.8,841,15219.9762187872
"252","2021-06-30","Heng Fa Chuen","Heng Fa Chuen",32,8.5,600,14166.6666666667
"253","2021-06-30","Chai Wan","Koway Court",37,5.05,396,12752.5252525253
"254","2021-06-30","Kornhill","Kornhill",34,9.23,461,20021.6919739696
"255","2021-06-30","Heng Fa Chuen","Heng Fa Chuen",32,9.02,547,16489.9451553931
"256","2021-06-30","Aberdeen","Harrow Mansion",27,7,462,15151.5151515152
"257","2021-06-30","Kornhill","Kornhill",34,10,616,16233.7662337662
"258","2021-06-30","North Point","Ka Wai Building",36,5.3,233,22746.7811158798
"259","2021-06-30","North Point Mid-Levels","Kiu Hing Mansion",55,7.1,427,16627.6346604215
"260","2021-06-30","Taikoo Shing","Taikoo Shing",34,12.8,715,17902.0979020979
"261","2021-06-30","Siu Sai Wan","Island Resort",20,9.95,567,17548.5008818342
"262","2021-06-30","Mid-Levels West","Euston Court",32,12.5,587,21294.7189097104
"263","2021-06-30","Sheung Wan","Macro Garden (Ka Lok Garden)",26,5.8,298,19463.0872483221
"264","2021-06-30","Sai Wan Ho","Grand Promenade",16,10.88,498,21847.3895582329
"265","2021-06-30","Sheung Wan","One Pacific Heights",12,11.88,568,20915.4929577465
"266","2021-06-29","Wah Fu","Wah Kwai Estate",29,3,397,7556.67506297229
"267","2021-06-29","Aberdeen","On Tai Building",37,4.8,278,17266.1870503597
"268","2021-06-29","Taikoo Shing","Taikoo Shing",40,12.8,580,22068.9655172414
"269","2021-06-29","Residence Bel-air","Residence Bel-Air",15,20.8,723,28769.0179806362
"270","2021-06-29","Mid-Levels West","Goldwin Heights",27,16.81,817,20575.2753977968
"271","2021-06-29","Heng Fa Chuen","Heng Fa Chuen",33,10.65,643,16562.9860031104
"272","2021-06-29","Heng Fa Chuen","Heng Fa Chuen",33,8.68,560,15500
"273","2021-06-29","Mid-Levels West","The Belchers",19,19.88,773,25717.9818887451
"274","2021-06-29","Shau Kei Wan","Lime Gala",3,5.95,281,21174.3772241993
"275","2021-06-29","Tai Hang Mid-Levels","Serenade",11,22.5,788,28553.2994923858
"276","2021-06-29","Kornhill","Kornhill",35,10.35,596,17365.7718120805
"277","2021-06-29","Quarry Bay","Ka Wing Building",38,6.19,382,16204.1884816754
"278","2021-06-29","Deep Bay","Broadview Court",20,6.4,422,15165.8767772512
"279","2021-06-29","Happy Valley","Happy Villa",48,17.2,855,20116.9590643275
"280","2021-06-29","Pok Fu Lam","Baguio Villa",42,18.95,976,19415.9836065574
"281","2021-06-29","Heng Fa Chuen","Heng Fa Chuen",33,11,615,17886.1788617886
"282","2021-06-29","Deep Bay","Broadview Court",20,6.28,470,13361.7021276596
"283","2021-06-29","Kennedy Town","Harbour View Garden",28,6.82,401,17007.4812967581
"284","2021-06-29","Shau Kei Wan","Le Riviera",7,6,274,21897.8102189781
"285","2021-06-29","North Point","Siu Wah Building",36,4.89,263,18593.1558935361
"286","2021-06-29","Kennedy Town","Jade Court",39,5.25,313,16773.1629392971
"287","2021-06-29","Taikoo Shing","Taikoo Shing",40,12,897,13377.9264214047
"288","2021-06-29","Kennedy Town","Cayman Rise",20,10.2,464,21982.7586206897
"289","2021-06-29","Mid-Levels West","The Belchers",20,17.85,667,26761.6191904048
"290","2021-06-29","North Point Mid-Levels","Viking Villas",44,13.3,700,19000
"291","2021-07-20","Wah Fu","Wah Kwai Estate",30,4.38,598,7324.41471571906
"292","2021-07-20","Shau Kei Wan","Aldrich Garden",20,5.65,484,11673.5537190083
"293","2021-07-20","Yuk Kwai Shan Wan Poon","Sham Wan Towers",17,12.2,508,24015.7480314961
"294","2021-07-20","Wan Chai","Wah Tao (To) Building",52,5.38,419,12840.0954653938
"295","2021-07-20","Aberdeen","On Tai Building",37,4.8,278,17266.1870503597
"296","2021-07-20","Wan Chai","Man Hee Mansion",56,5.65,336,16815.4761904762
"297","2021-07-20","Deep Bay","Broadview Court",20,8.58,576,14895.8333333333
"298","2021-07-20","Pok Fu Lam","Chi Fu Fa Yuen",41,10,588,17006.8027210884
"299","2021-07-20","Happy Valley","Majestic Court",32,9.8,526,18631.1787072243
"300","2021-07-20","Tai Hang Mid-Levels","Ronsdale Garden",35,15,694,21613.8328530259
"301","2021-07-20","Mid-Levels West","No. 2 Park Road",17,20,848,23584.9056603774
"302","2021-07-20","Mid-Levels West","Ying Piu Mansion",25,9.38,404,23217.8217821782
"303","2021-07-20","Quarry Bay","Westlands Court",36,7.57,382,19816.7539267016
"304","2021-07-20","Yiu Tung","Tung Lam Court",24,4,213,18779.3427230047
"305","2021-07-20","Happy Valley","Grand Court",39,18.38,799,23003.7546933667
"306","2021-07-20","Tai Hang","Kanfield Mansion",44,6.62,405,16345.6790123457
"307","2021-07-20","North Point","Bedford Gardens",40,9.25,581,15920.82616179
"308","2021-07-20","North Point","Chaton House",39,7.18,474,15147.6793248945
"309","2021-07-20","Sai Wan Ho","Lei King Wan",32,17.68,808,21881.1881188119
"310","2021-07-20","Mid-Levels West","Caineway Mansion",52,11.5,695,16546.7625899281
"311","2021-07-20","Shek Tong Tsui","Mei Shing Mansion",55,4.48,355,12619.7183098592
"312","2021-07-20","Sai Ying Pun","Siu Cheung Building",42,7.1,419,16945.107398568
"313","2021-07-20","Quarry Bay","The Orchards",18,13.98,611,22880.5237315876
"314","2021-07-20","North Point","Harbour Heights",32,21.38,856,24976.6355140187
"315","2021-07-20","Kennedy Town","Markfield Building",30,9.96,513,19415.2046783626
"316","2021-07-20","Residence Bel-air","Residence Bel-Air",13,22.06,734,30054.4959128065
"317","2021-07-20","Kennedy Town","Westview Height",21,5.48,264,20757.5757575758
"318","2021-07-20","Ap Lei CHau","Hung Fook Court",29,4.98,300,16600
"319","2021-07-20","Mid-Levels West","Losion Villa",29,9.47,470,20148.9361702128
"320","2021-07-20","Kennedy Town","Wah Po Building",42,7.4,407,18181.8181818182
"321","2021-07-20","Sai Ying Pun","Western Garden",38,9.28,512,18125
"322","2021-07-20","Tin Wan","South Coast",4,7.95,456,17434.2105263158
"323","2021-07-20","Sai Ying Pun","Aspen Court",31,7,375,18666.6666666667
"324","2021-07-20","Quarry Bay","Hon Way Mansion",31,6.7,350,19142.8571428571
"325","2021-07-20","Shau Kei Wan","Tung Tao Court",16,6.3,554,11371.8411552347
"326","2021-07-20","Wan Chai","18 Sau Wa Fong",58,14,513,27290.4483430799
"327","2021-07-20","Wan Chai","18 Sau Wa Fong",58,14,513,27290.4483430799
"328","2021-07-20","Sai Ying Pun","Kwan Yick Building",43,5.5,374,14705.8823529412
"329","2021-07-20","Tai Hang Mid-Levels","Ronsdale Garden",35,20.68,962,21496.8814968815
