Address,Transaction date,B. Age,Transaction Price,Saleable Area,Building Name,Area
FLAT E 16/F TOWER 3 THE MERTON,21/12/2020,16,$9.68M,471s.f.,THE MERTON,Kennedy Town/SYP
FLAT C 30/F TOWER 1 THE MERTON,15/12/2020,16,$10.98M,496s.f.,THE MERTON,Kennedy Town/SYP
FLAT J 10/F TOWER 3 THE MERTON,14/12/2020,16,$12.25M,619s.f.,THE MERTON,Kennedy Town/SYP
FLAT F 19/F TOWER 3 THE MERTON,9/12/2020,16,$10.00M,471s.f.,THE MERTON,Kennedy Town/SYP
FLAT H 41/F TOWER 3 THE MERTON,7/12/2020,16,$8.30M,313s.f.,THE MERTON,Kennedy Town/SYP
FLAT D 30/F TOWER 1 THE MERTON,23/11/2020,16,$9.99M,470s.f.,THE MERTON,Kennedy Town/SYP
FLAT K 7/F TOWER 3 THE MERTON,16/11/2020,16,$9.68M,482s.f.,THE MERTON,Kennedy Town/SYP
FLAT C 31/F TOWER 1 THE MERTON,13/11/2020,16,$10.50M,496s.f.,THE MERTON,Kennedy Town/SYP
FLAT D 43/F TOWER 3 THE MERTON,9/11/2020,16,$11.50M,530s.f.,THE MERTON,Kennedy Town/SYP
FLAT C 15/F TOWER 1 THE MERTON,6/11/2020,16,$10.28M,492s.f.,THE MERTON,Kennedy Town/SYP
FLAT B 35/F TOWER 3 THE MERTON,2/11/2020,16,$13.68M,619s.f.,THE MERTON,Kennedy Town/SYP
FLAT H 39/F TOWER 3 THE MERTON,22/10/2020,16,$7.90M,313s.f.,THE MERTON,Kennedy Town/SYP
FLAT C 8/F TOWER 2 THE MERTON,19/10/2020,16,$9.83M,470s.f.,THE MERTON,Kennedy Town/SYP
FLAT G 38/F TOWER 2 THE MERTON,16/10/2020,16,$11.28M,490s.f.,THE MERTON,Kennedy Town/SYP
FLAT E 13/F TOWER 1 THE MERTON,6/10/2020,16,$10.00M,470s.f.,THE MERTON,Kennedy Town/SYP
FLAT K 10/F TOWER 3 THE MERTON,6/10/2020,16,$10.00M,482s.f.,THE MERTON,Kennedy Town/SYP
FLAT E 11/F TOWER 1 THE MERTON,5/10/2020,16,$10.00M,470s.f.,THE MERTON,Kennedy Town/SYP
FLAT K 12/F TOWER 3 THE MERTON,24/9/2020,16,$10.00M,482s.f.,THE MERTON,Kennedy Town/SYP
FLAT A 15/F TOWER 1 THE MERTON,17/9/2020,16,$15.90M,651s.f.,THE MERTON,Kennedy Town/SYP
FLAT A 50/F TOWER 2 THE MERTON,11/9/2020,16,$11.76M,507s.f.,THE MERTON,Kennedy Town/SYP
FLAT C 9/F TOWER 2 THE MERTON,10/9/2020,16,$9.75M,470s.f.,THE MERTON,Kennedy Town/SYP
FLAT G 32/F TOWER 2 THE MERTON,10/9/2020,16,$10.80M,490s.f.,THE MERTON,Kennedy Town/SYP
FLAT H 12/F TOWER 3 THE MERTON,27/8/2020,16,$7.25M,313s.f.,THE MERTON,Kennedy Town/SYP
FLAT A 12/F TOWER 1 THE MERTON,11/8/2020,16,$15.55M,651s.f.,THE MERTON,Kennedy Town/SYP
FLAT J 35/F TOWER 3 THE MERTON,10/8/2020,16,$13.80M,619s.f.,THE MERTON,Kennedy Town/SYP
FLAT A 13/F TOWER 3 THE MERTON,28/7/2020,16,$10.65M,482s.f.,THE MERTON,Kennedy Town/SYP
FLAT F 8/F TOWER 2 THE MERTON,28/7/2020,16,$9.95M,470s.f.,THE MERTON,Kennedy Town/SYP
FLAT B 11/F TOWER 2 THE MERTON,24/7/2020,16,$10.68M,488s.f.,THE MERTON,Kennedy Town/SYP
FLAT H 9/F TOWER 3 THE MERTON,16/7/2020,16,$7.20M,313s.f.,THE MERTON,Kennedy Town/SYP
FLAT E 8/F TOWER 1 ISLAND CREST,8/1/2021,12,$10.40M,462s.f.,ISLAND CREST,Kennedy Town/SYP
FLAT B 32/F TOWER 1 ISLAND CREST,4/1/2021,12,$15.38M,559s.f.,ISLAND CREST,Kennedy Town/SYP
FLAT E 36/F TOWER 2 ISLAND CREST,3/12/2020,11,$12.00M,459s.f.,ISLAND CREST,Kennedy Town/SYP
FLAT D 12/F TOWER 2 ISLAND CREST,30/11/2020,11,$17.60M,805s.f.,ISLAND CREST,Kennedy Town/SYP
FLAT D 25/F TOWER 1 ISLAND CREST,23/11/2020,11,$17.98M,759s.f.,ISLAND CREST,Kennedy Town/SYP
FLAT E 41/F TOWER 2 ISLAND CREST,19/11/2020,11,$12.00M,460s.f.,ISLAND CREST,Kennedy Town/SYP
FLAT D 35/F TOWER 1 ISLAND CREST,16/11/2020,11,$18.98M,766s.f.,ISLAND CREST,Kennedy Town/SYP
FLAT A 38/F TOWER 2 ISLAND CREST,5/11/2020,11,$25.08M,872s.f.,ISLAND CREST,Kennedy Town/SYP
FLAT B 33/F TOWER 1 ISLAND CREST,29/10/2020,11,$15.70M,559s.f.,ISLAND CREST,Kennedy Town/SYP
FLAT F 37/F TOWER 2 ISLAND CREST,12/10/2020,11,$9.31M,374s.f.,ISLAND CREST,Kennedy Town/SYP
FLAT D 26/F TOWER 2 ISLAND CREST,8/10/2020,11,$19.30M,805s.f.,ISLAND CREST,Kennedy Town/SYP
FLAT B 37/F TOWER 2 ISLAND CREST,30/9/2020,11,$16.00M,554s.f.,ISLAND CREST,Kennedy Town/SYP
FLAT E 21/F TOWER 2 ISLAND CREST,25/9/2020,11,$10.88M,459s.f.,ISLAND CREST,Kennedy Town/SYP
FLAT E 23/F TOWER 2 ISLAND CREST,23/9/2020,11,$10.70M,459s.f.,ISLAND CREST,Kennedy Town/SYP
FLAT D 33/F TOWER 1 ISLAND CREST,11/9/2020,11,$18.80M,774s.f.,ISLAND CREST,Kennedy Town/SYP
FLAT D 45/F TOWER 1 ISLAND CREST,18/8/2020,11,$20.45M,765s.f.,ISLAND CREST,Kennedy Town/SYP
FLAT E 25/F TOWER 1 ISLAND CREST,30/7/2020,11,$11.00M,462s.f.,ISLAND CREST,Kennedy Town/SYP
FLAT C 46/F TOWER 2 ISLAND CREST,23/7/2020,11,$23.20M,774s.f.,ISLAND CREST,Kennedy Town/SYP
FLAT B 31/F TOWER 1 ISLAND CREST,21/7/2020,11,$15.20M,559s.f.,ISLAND CREST,Kennedy Town/SYP
FLAT B 19/F TOWER 1 ISLAND CREST,21/7/2020,11,$13.88M,559s.f.,ISLAND CREST,Kennedy Town/SYP
FLAT A8 6/F BLOCK A PHASE 3,4/1/2021,43,$5.28M,374s.f.,KWAN YICK BUILDING,Kennedy Town/SYP
FLAT C4 3/F BLOCK C PHASE 2,24/12/2020,43,$5.75M,420s.f.,KWAN YICK BUILDING,Kennedy Town/SYP
FLAT 23 9/F KWAN YICK BUILDING PHASE 1 PHASE 1,6/11/2020,46,$4.35M,269s.f.,KWAN YICK BUILDING,Kennedy Town/SYP
FLAT 7B 11/F KWAN YICK BUILDING PHASE 1 PHASE 1,6/10/2020,46,$3.70M,269s.f.,KWAN YICK BUILDING,Kennedy Town/SYP
FLAT A13 6/F BLOCK A PHASE 3,5/10/2020,42,$5.55M,374s.f.,KWAN YICK BUILDING,Kennedy Town/SYP
FLAT 19 7/F KWAN YICK BUILDING PHASE 1 PHASE 1,30/9/2020,46,$5.70M,370s.f.,KWAN YICK BUILDING,Kennedy Town/SYP
FLAT 5C 20/F KWAN YICK BUILDING PHASE 1 PHASE 1,25/9/2020,46,$4.00M,269s.f.,KWAN YICK BUILDING,Kennedy Town/SYP
FLAT 15 14/F KWAN YICK BUILDING PHASE 1 PHASE 1,23/9/2020,46,$5.60M,370s.f.,KWAN YICK BUILDING,Kennedy Town/SYP
FLAT 22 16/F KWAN YICK BUILDING PHASE 1 PHASE 1,17/9/2020,46,$6.00M,370s.f.,KWAN YICK BUILDING,Kennedy Town/SYP
FLAT C3 6/F BLOCK C PHASE 2,4/9/2020,43,$5.50M,404s.f.,KWAN YICK BUILDING,Kennedy Town/SYP
FLAT 6 19/F KWAN YICK BUILDING PHASE 1 PHASE 1,3/9/2020,46,$6.20M,370s.f.,KWAN YICK BUILDING,Kennedy Town/SYP
FLAT 26 20/F KWAN YICK BUILDING PHASE 1 PHASE 1,21/8/2020,46,$6.20M,370s.f.,KWAN YICK BUILDING,Kennedy Town/SYP
FLAT D6 19/F BLOCK D PHASE 2,31/7/2020,43,$6.00M,404s.f.,KWAN YICK BUILDING,Kennedy Town/SYP
FLAT B9 5/F BLOCK B PHASE 2,29/7/2020,43,$5.30M,404s.f.,KWAN YICK BUILDING,Kennedy Town/SYP
FLAT A7 7/F BLOCK A PHASE 3,22/7/2020,42,$5.90M,393s.f.,KWAN YICK BUILDING,Kennedy Town/SYP
FLAT 7 26/F BLOCK A SMITHFIELD TERRACE,23/12/2020,34,$5.30M,262s.f.,SMITHFIELD TERRACE,Kennedy Town/SYP
FLAT 4 16/F BLOCK A SMITHFIELD TERRACE,14/12/2020,34,$5.15M,262s.f.,SMITHFIELD TERRACE,Kennedy Town/SYP
FLAT 6 32/F BLOCK B SMITHFIELD TERRACE,11/12/2020,34,$5.20M,221s.f.,SMITHFIELD TERRACE,Kennedy Town/SYP
FLAT 1 13/F BLOCK C SMITHFIELD TERRACE,9/12/2020,34,$5.50M,281s.f.,SMITHFIELD TERRACE,Kennedy Town/SYP
FLAT 2 22/F BLOCK A SMITHFIELD TERRACE,25/11/2020,34,$5.78M,281s.f.,SMITHFIELD TERRACE,Kennedy Town/SYP
FLAT 8 29/F BLOCK B SMITHFIELD TERRACE,12/11/2020,34,$5.85M,282s.f.,SMITHFIELD TERRACE,Kennedy Town/SYP
FLAT 3 14/F BLOCK C SMITHFIELD TERRACE,12/11/2020,34,$5.98M,314s.f.,SMITHFIELD TERRACE,Kennedy Town/SYP
FLAT 3 4/F BLOCK C SMITHFIELD TERRACE,10/11/2020,34,$5.60M,314s.f.,SMITHFIELD TERRACE,Kennedy Town/SYP
FLAT 6 25/F BLOCK A SMITHFIELD TERRACE,8/10/2020,34,$4.92M,221s.f.,SMITHFIELD TERRACE,Kennedy Town/SYP
FLAT 5 20/F BLOCK A SMITHFIELD TERRACE,30/9/2020,34,$4.80M,221s.f.,SMITHFIELD TERRACE,Kennedy Town/SYP
FLAT 2 33/F BLOCK B SMITHFIELD TERRACE,18/9/2020,34,$6.15M,281s.f.,SMITHFIELD TERRACE,Kennedy Town/SYP
FLAT 1 12/F BLOCK B SMITHFIELD TERRACE,28/8/2020,34,$5.44M,281s.f.,SMITHFIELD TERRACE,Kennedy Town/SYP
FLAT 6 35/F BLOCK A SMITHFIELD TERRACE,20/8/2020,34,$5.30M,221s.f.,SMITHFIELD TERRACE,Kennedy Town/SYP
FLAT H 30/F BLOCK 2 SMITHFIELD COURT,5/1/2021,36,$7.10M,335s.f.,SMITHFIELD COURT,Kennedy Town/SYP
FLAT H 17/F BLOCK 1 SMITHFIELD COURT,24/12/2020,35,$5.45M,302s.f.,SMITHFIELD COURT,Kennedy Town/SYP
FLAT J 24/F BLOCK 1 SMITHFIELD COURT,21/12/2020,35,$6.50M,330s.f.,SMITHFIELD COURT,Kennedy Town/SYP
FLAT A 16/F BLOCK 2 SMITHFIELD COURT,23/11/2020,35,$6.70M,348s.f.,SMITHFIELD COURT,Kennedy Town/SYP
FLAT F 6/F BLOCK 1 SMITHFIELD COURT,9/10/2020,35,$6.25M,329s.f.,SMITHFIELD COURT,Kennedy Town/SYP
FLAT K 26/F BLOCK 1 SMITHFIELD COURT,9/10/2020,35,$6.58M,330s.f.,SMITHFIELD COURT,Kennedy Town/SYP
FLAT H 30/F BLOCK 2 SMITHFIELD COURT,23/9/2020,35,$7.10M,335s.f.,SMITHFIELD COURT,Kennedy Town/SYP
FLAT A 5/F BLOCK 1 SMITHFIELD COURT,5/8/2020,35,$6.60M,348s.f.,SMITHFIELD COURT,Kennedy Town/SYP
FLAT H 30/F BLOCK 1 SMITHFIELD COURT,3/8/2020,35,$7.04M,335s.f.,SMITHFIELD COURT,Kennedy Town/SYP
FLAT K 24/F BLOCK 1 SMITHFIELD COURT,20/7/2020,35,$6.03M,330s.f.,SMITHFIELD COURT,Kennedy Town/SYP
FLAT G 15/F BLOCK 1 SMITHFIELD COURT,20/7/2020,35,$5.50M,302s.f.,SMITHFIELD COURT,Kennedy Town/SYP
FLAT G 25/F BOHEMIAN HOUSE,5/1/2021,4,$11.88M,523s.f.,BOHEMIAN HOUSE,Kennedy Town/SYP
FLAT D 27/F BOHEMIAN HOUSE,12/11/2020,3,$8.25M,346s.f.,BOHEMIAN HOUSE,Kennedy Town/SYP
FLAT G 18/F BOHEMIAN HOUSE,5/11/2020,3,$13.00M,523s.f.,BOHEMIAN HOUSE,Kennedy Town/SYP
FLAT C 8/F BOHEMIAN HOUSE,3/11/2020,3,$7.88M,342s.f.,BOHEMIAN HOUSE,Kennedy Town/SYP
FLAT D 10/F BOHEMIAN HOUSE,16/10/2020,3,$7.82M,346s.f.,BOHEMIAN HOUSE,Kennedy Town/SYP
FLAT C 5/F BOHEMIAN HOUSE,12/10/2020,3,$7.90M,308s.f.,BOHEMIAN HOUSE,Kennedy Town/SYP
FLAT A 5/F BOHEMIAN HOUSE,18/9/2020,3,$11.13M,466s.f.,BOHEMIAN HOUSE,Kennedy Town/SYP
FLAT F 5/F BOHEMIAN HOUSE,16/9/2020,3,$6.90M,263s.f.,BOHEMIAN HOUSE,Kennedy Town/SYP
FLAT C 10/F BOHEMIAN HOUSE,15/9/2020,3,$7.65M,342s.f.,BOHEMIAN HOUSE,Kennedy Town/SYP
FLAT 8 23/F BLOCK A PEARL COURT,27/11/2020,40,$8.10M,435s.f.,PEARL COURT,Kennedy Town/SYP
FLAT 1 3/F BLOCK B PEARL COURT,19/11/2020,40,$6.75M,395s.f.,PEARL COURT,Kennedy Town/SYP
FLAT 5 19/F BLOCK B PEARL COURT,12/11/2020,40,$6.00M,395s.f.,PEARL COURT,Kennedy Town/SYP
FLAT 8 6/F BLOCK A PEARL COURT,24/9/2020,40,$7.88M,435s.f.,PEARL COURT,Kennedy Town/SYP
FLAT 5 2/F BLOCK A PEARL COURT,24/8/2020,40,$6.19M,395s.f.,PEARL COURT,Kennedy Town/SYP
FLAT 3 7/F BLOCK A PEARL COURT,31/7/2020,40,$7.72M,435s.f.,PEARL COURT,Kennedy Town/SYP
FLAT 1 24/F BLOCK B PEARL COURT,21/7/2020,40,$6.20M,395s.f.,PEARL COURT,Kennedy Town/SYP
FLAT H 9/F BLOCK 3 CONNAUGHT GARDEN,6/1/2021,36,$6.00M,340s.f.,CONNAUGHT GARDEN,Kennedy Town/SYP
FLAT F 8/F BLOCK 1 CONNAUGHT GARDEN,30/12/2020,35,$5.80M,334s.f.,CONNAUGHT GARDEN,Kennedy Town/SYP
FLAT A 31/F BLOCK 3 CONNAUGHT GARDEN,23/10/2020,35,$8.18M,340s.f.,CONNAUGHT GARDEN,Kennedy Town/SYP
FLAT B 33/F BLOCK 1 CONNAUGHT GARDEN,19/10/2020,35,$7.77M,334s.f.,CONNAUGHT GARDEN,Kennedy Town/SYP
FLAT A 30/F BLOCK 2 CONNAUGHT GARDEN,1/9/2020,35,$7.85M,340s.f.,CONNAUGHT GARDEN,Kennedy Town/SYP
FLAT G 25/F BLOCK 2 CONNAUGHT GARDEN,25/8/2020,35,$6.75M,334s.f.,CONNAUGHT GARDEN,Kennedy Town/SYP
FLAT B 6/F BLOCK 1 CONNAUGHT GARDEN,30/7/2020,35,$6.25M,334s.f.,CONNAUGHT GARDEN,Kennedy Town/SYP
FLAT J 51/F MANHATTAN HEIGHTS,6/1/2021,21,$10.28M,450s.f.,MANHATTAN HEIGHTS,Kennedy Town/SYP
FLAT A 29/F MANHATTAN HEIGHTS,18/12/2020,20,$9.60M,434s.f.,MANHATTAN HEIGHTS,Kennedy Town/SYP
FLAT J 35/F MANHATTAN HEIGHTS,9/12/2020,20,$9.33M,451s.f.,MANHATTAN HEIGHTS,Kennedy Town/SYP
FLAT D 60/F MANHATTAN HEIGHTS,7/12/2020,20,$12.88M,521s.f.,MANHATTAN HEIGHTS,Kennedy Town/SYP
FLAT B 31/F MANHATTAN HEIGHTS,21/10/2020,20,$8.90M,451s.f.,MANHATTAN HEIGHTS,Kennedy Town/SYP
FLAT B 48/F MANHATTAN HEIGHTS,4/9/2020,20,$10.00M,450s.f.,MANHATTAN HEIGHTS,Kennedy Town/SYP
FLAT K 51/F MANHATTAN HEIGHTS,21/7/2020,20,$10.00M,434s.f.,MANHATTAN HEIGHTS,Kennedy Town/SYP
FLAT E 14/F KENNEDY TOWN CENTRE,31/12/2020,27,$11.78M,558s.f.,KENNEDY TOWN CENTRE,Kennedy Town/SYP
FLAT A 5/F KENNEDY TOWN CENTRE,20/11/2020,26,$8.48M,477s.f.,KENNEDY TOWN CENTRE,Kennedy Town/SYP
FLAT D 3/F KENNEDY TOWN CENTRE,30/9/2020,26,$10.68M,558s.f.,KENNEDY TOWN CENTRE,Kennedy Town/SYP
FLAT C 14/F KENNEDY TOWN CENTRE,24/9/2020,26,$12.38M,586s.f.,KENNEDY TOWN CENTRE,Kennedy Town/SYP
FLAT A 31/F KENNEDY TOWN CENTRE,18/9/2020,26,$8.80M,477s.f.,KENNEDY TOWN CENTRE,Kennedy Town/SYP
FLAT D 25/F KENNEDY TOWN CENTRE,1/9/2020,26,$12.00M,558s.f.,KENNEDY TOWN CENTRE,Kennedy Town/SYP
FLAT 8 3/F BLOCK A MEI SUN LAU,30/11/2020,40,$4.08M,265s.f.,MEI SUN LAU,Kennedy Town/SYP
FLAT B 21/F BLOCK B MEI SUN LAU,14/10/2020,40,$3.80M,238s.f.,MEI SUN LAU,Kennedy Town/SYP
FLAT 3 14/F BLOCK A MEI SUN LAU,6/10/2020,40,$4.80M,366s.f.,MEI SUN LAU,Kennedy Town/SYP
FLAT B 10/F BLOCK B MEI SUN LAU,21/9/2020,40,$4.25M,238s.f.,MEI SUN LAU,Kennedy Town/SYP
FLAT 4 2/F BLOCK A MEI SUN LAU,28/8/2020,40,$6.68M,366s.f.,MEI SUN LAU,Kennedy Town/SYP
FLAT 8 17/F BLOCK A MEI SUN LAU,28/7/2020,40,$4.28M,265s.f.,MEI SUN LAU,Kennedy Town/SYP
FLAT 3 11/F TOWER 2 HARBOUR VIEW GARDEN,5/1/2021,29,$7.90M,378s.f.,HARBOUR VIEW GARDEN,Kennedy Town/SYP
FLAT 1 23/F TOWER 1 HARBOUR VIEW GARDEN,23/12/2020,28,$12.90M,595s.f.,HARBOUR VIEW GARDEN,Kennedy Town/SYP
FLAT B 6/F TOWER 3 HARBOUR VIEW GARDEN,2/12/2020,26,$7.50M,422s.f.,HARBOUR VIEW GARDEN,Kennedy Town/SYP
FLAT C 18/F TOWER 3 HARBOUR VIEW GARDEN,7/10/2020,26,$8.33M,386s.f.,HARBOUR VIEW GARDEN,Kennedy Town/SYP
FLAT A 7/F TOWER 3 HARBOUR VIEW GARDEN,1/9/2020,26,$7.35M,405s.f.,HARBOUR VIEW GARDEN,Kennedy Town/SYP
FLAT 1 18/F TOWER 2 HARBOUR VIEW GARDEN,13/8/2020,28,$8.39M,401s.f.,HARBOUR VIEW GARDEN,Kennedy Town/SYP
FLAT D 2/F KING'S HILL,11/12/2020,3,$7.95M,332s.f.,KING'S HILL,Kennedy Town/SYP
FLAT F 20/F KING'S HILL,17/11/2020,3,$8.70M,353s.f.,KING'S HILL,Kennedy Town/SYP
FLAT E 2/F KING'S HILL,29/10/2020,3,$7.80M,325s.f.,KING'S HILL,Kennedy Town/SYP
FLAT G 11/F KING'S HILL,4/9/2020,3,$9.60M,390s.f.,KING'S HILL,Kennedy Town/SYP
FLAT B 20/F KING'S HILL,10/8/2020,3,$8.60M,314s.f.,KING'S HILL,Kennedy Town/SYP
FLAT C 29/F KING'S HILL,5/8/2020,3,$9.60M,410s.f.,KING'S HILL,Kennedy Town/SYP
FLAT B 37/F LEXINGTON HILL,25/11/2020,6,$19.50M,739s.f.,LEXINGTON HILL,Kennedy Town/SYP
FLAT C 8/F LEXINGTON HILL,11/11/2020,6,$19.00M,751s.f.,LEXINGTON HILL,Kennedy Town/SYP
FLAT B 21/F LEXINGTON HILL,9/11/2020,6,$13.50M,612s.f.,LEXINGTON HILL,Kennedy Town/SYP
FLAT B 31/F LEXINGTON HILL,24/8/2020,6,$18.30M,739s.f.,LEXINGTON HILL,Kennedy Town/SYP
FLAT A 31/F LEXINGTON HILL,17/8/2020,6,$18.20M,719s.f.,LEXINGTON HILL,Kennedy Town/SYP
FLAT A 33/F LEXINGTON HILL,6/8/2020,6,$19.00M,719s.f.,LEXINGTON HILL,Kennedy Town/SYP
FLAT 2 4/F BLOCK A NEW FORTUNE HOUSE,27/11/2020,47,$8.10M,525s.f.,NEW FORTUNE HOUSE,Kennedy Town/SYP
FLAT 1 4/F BLOCK A NEW FORTUNE HOUSE,11/11/2020,47,$8.00M,525s.f.,NEW FORTUNE HOUSE,Kennedy Town/SYP
FLAT 5 19/F BLOCK A NEW FORTUNE HOUSE,7/10/2020,47,$6.60M,400s.f.,NEW FORTUNE HOUSE,Kennedy Town/SYP
FLAT 6 7/F BLOCK A NEW FORTUNE HOUSE,26/8/2020,47,$5.85M,400s.f.,NEW FORTUNE HOUSE,Kennedy Town/SYP
FLAT 1 21/F BLOCK B NEW FORTUNE HOUSE,3/8/2020,47,$4.00M,-,NEW FORTUNE HOUSE,Kennedy Town/SYP
FLAT 2 5/F BLOCK A NEW FORTUNE HOUSE,21/7/2020,47,$7.74M,525s.f.,NEW FORTUNE HOUSE,Kennedy Town/SYP
FLAT H 36/F BLOCK 1 CAYMAN RISE,30/12/2020,20,$10.39M,505s.f.,CAYMAN RISE,Kennedy Town/SYP
FLAT F 12/F BLOCK 2 CAYMAN RISE,17/11/2020,20,$9.00M,464s.f.,CAYMAN RISE,Kennedy Town/SYP
FLAT C 24/F BLOCK 1 CAYMAN RISE,6/11/2020,20,$9.80M,464s.f.,CAYMAN RISE,Kennedy Town/SYP
FLAT E 19/F BLOCK 1 CAYMAN RISE,4/11/2020,20,$10.00M,523s.f.,CAYMAN RISE,Kennedy Town/SYP
FLAT A 19/F BLOCK 1 CAYMAN RISE,29/9/2020,20,$12.50M,642s.f.,CAYMAN RISE,Kennedy Town/SYP
FLAT D 3/F VIKING COURT,8/12/2020,33,$6.20M,336s.f.,VIKING COURT,Kennedy Town/SYP
FLAT D 8/F VIKING COURT,28/9/2020,33,$6.26M,336s.f.,VIKING COURT,Kennedy Town/SYP
FLAT A 4/F VIKING COURT,21/9/2020,33,$5.55M,287s.f.,VIKING COURT,Kennedy Town/SYP
FLAT D 7/F VIKING COURT,13/8/2020,33,$6.95M,336s.f.,VIKING COURT,Kennedy Town/SYP
FLAT A 11/F VIKING COURT,12/8/2020,33,$5.75M,287s.f.,VIKING COURT,Kennedy Town/SYP
FLAT F 12/F FUNG YU BUILDING,27/10/2020,40,$5.90M,336s.f.,FUNG YU BUILDING,Kennedy Town/SYP
FLAT D 4/F FUNG YU BUILDING,14/10/2020,40,$4.70M,272s.f.,FUNG YU BUILDING,Kennedy Town/SYP
FLAT B 19/F FUNG YU BUILDING,4/9/2020,40,$5.70M,299s.f.,FUNG YU BUILDING,Kennedy Town/SYP
FLAT C 18/F FUNG YU BUILDING,23/7/2020,40,$5.33M,272s.f.,FUNG YU BUILDING,Kennedy Town/SYP
FLAT B 10/F FUNG YU BUILDING,20/7/2020,40,$5.50M,299s.f.,FUNG YU BUILDING,Kennedy Town/SYP
FLAT C 26/F LUN FUNG COURT,30/12/2020,26,$7.38M,369s.f.,LUN FUNG COURT,Kennedy Town/SYP
FLAT A 21/F LUN FUNG COURT,13/11/2020,26,$8.00M,440s.f.,LUN FUNG COURT,Kennedy Town/SYP
FLAT C 34/F LUN FUNG COURT,15/10/2020,26,$7.10M,369s.f.,LUN FUNG COURT,Kennedy Town/SYP
FLAT C 9/F LUN FUNG COURT,4/9/2020,26,$6.80M,369s.f.,LUN FUNG COURT,Kennedy Town/SYP
FLAT D 9/F LUN FUNG COURT,21/7/2020,26,$6.80M,369s.f.,LUN FUNG COURT,Kennedy Town/SYP
FLAT 2 17/F ONE SOUTH LANE,7/12/2020,4,$6.00M,244s.f.,ONE SOUTH LANE,Kennedy Town/SYP
FLAT 2 18/F ONE SOUTH LANE,1/12/2020,4,$6.00M,244s.f.,ONE SOUTH LANE,Kennedy Town/SYP
FLAT 2 20/F ONE SOUTH LANE,12/10/2020,4,$6.70M,244s.f.,ONE SOUTH LANE,Kennedy Town/SYP
FLAT 5 5/F ONE SOUTH LANE,9/10/2020,4,$5.93M,212s.f.,ONE SOUTH LANE,Kennedy Town/SYP
FLAT 3 12/F ONE SOUTH LANE,20/7/2020,4,$7.28M,268s.f.,ONE SOUTH LANE,Kennedy Town/SYP
FLAT B 23/F KO NGA COURT,22/10/2020,27,$7.08M,311s.f.,KO NGA COURT,Kennedy Town/SYP
FLAT C 21/F KO NGA COURT,14/9/2020,27,$7.08M,311s.f.,KO NGA COURT,Kennedy Town/SYP
FLAT B 17/F KO NGA COURT,20/8/2020,27,$6.80M,311s.f.,KO NGA COURT,Kennedy Town/SYP
FLAT A 4/F KO NGA COURT,10/8/2020,27,$9.25M,477s.f.,KO NGA COURT,Kennedy Town/SYP
FLAT C 16/F KO NGA COURT,17/7/2020,27,$6.80M,311s.f.,KO NGA COURT,Kennedy Town/SYP
FLAT C 5/F EVERGREEN TOWER (BLOCK 1) WESTERN GARDEN,23/10/2020,38,$7.35M,463s.f.,WESTERN GARDEN,Kennedy Town/SYP
FLAT D 4/F IVY TOWER (BLOCK 2) WESTERN GARDEN,28/9/2020,38,$8.80M,546s.f.,WESTERN GARDEN,Kennedy Town/SYP
FLAT B 3/F IVY TOWER (BLOCK 2) WESTERN GARDEN,12/8/2020,38,$8.00M,521s.f.,WESTERN GARDEN,Kennedy Town/SYP
FLAT G 7/F IVY TOWER (BLOCK 2) WESTERN GARDEN,23/7/2020,38,$7.68M,426s.f.,WESTERN GARDEN,Kennedy Town/SYP
FLAT F 16/F IVY TOWER (BLOCK 2) WESTERN GARDEN,16/7/2020,38,$9.10M,529s.f.,WESTERN GARDEN,Kennedy Town/SYP
FLAT D 20/F FOOK MOON BUILDING,5/1/2021,40,$5.38M,313s.f.,FOOK MOON BUILDING,Kennedy Town/SYP
FLAT D 25/F FOOK MOON BUILDING (with roof),28/12/2020,39,$3.90M,183s.f.,FOOK MOON BUILDING,Kennedy Town/SYP
FLAT D 20/F FOOK MOON BUILDING,20/10/2020,39,$5.38M,313s.f.,FOOK MOON BUILDING,Kennedy Town/SYP
FLAT D 9/F FOOK MOON BUILDING,4/8/2020,39,$5.46M,313s.f.,FOOK MOON BUILDING,Kennedy Town/SYP
FLAT F 10/F FOOK MOON BUILDING,24/7/2020,39,$4.50M,244s.f.,FOOK MOON BUILDING,Kennedy Town/SYP
FLAT D 19/F IVY ON BELCHER'S,22/10/2020,16,$9.90M,535s.f.,IVY ON BELCHER'S,Kennedy Town/SYP
FLAT C 38/F IVY ON BELCHER'S,28/9/2020,16,$9.00M,396s.f.,IVY ON BELCHER'S,Kennedy Town/SYP
FLAT D 23/F IVY ON BELCHER'S,25/8/2020,16,$10.50M,535s.f.,IVY ON BELCHER'S,Kennedy Town/SYP
FLAT B 3/F IVY ON BELCHER'S,14/8/2020,16,$7.40M,399s.f.,IVY ON BELCHER'S,Kennedy Town/SYP
FLAT B 33/F IVY ON BELCHER'S,22/7/2020,16,$9.07M,396s.f.,IVY ON BELCHER'S,Kennedy Town/SYP
FLAT 8 6/F HANG SING MANSION,1/12/2020,48,$4.84M,390s.f.,HANG SING MANSION,Kennedy Town/SYP
FLAT 9 6/F HANG SING MANSION,1/12/2020,48,$4.84M,390s.f.,HANG SING MANSION,Kennedy Town/SYP
