Address,Transaction date,B. Age,Transaction Price,Saleable Area,Building Name,Area
FLAT 12 16/F BLOCK D (VICWOOD COURT) VILLA LOTTO,24/7/2020,33,$29.00M,1103s.f.,VILLA LOTTO,Happyvalley
FLAT 2 3/F BLOCK A VILLAGE COURT (with roof),18/12/2020,35,$11.95M,685s.f.,VILLAGE COURT,Happyvalley
FLAT 7 G/F BLOCK B VILLAGE COURT,15/12/2020,35,$10.00M,616s.f.,VILLAGE COURT,Happyvalley
FLAT 6 G/F BLOCK B VILLAGE COURT,25/11/2020,35,$10.80M,675s.f.,VILLAGE COURT,Happyvalley
FLAT C 8/F BLOCK 1 FLORA GARDEN,3/12/2020,33,$27.30M,1011s.f.,FLORA GARDEN,Happyvalley
FLAT B 4/F BLOCK 2 FLORA GARDEN,25/11/2020,33,$31.38M,1182s.f.,FLORA GARDEN,Happyvalley
FLAT C 4/F BLOCK 1 FLORA GARDEN,27/7/2020,33,$20.00M,1011s.f.,FLORA GARDEN,Happyvalley
FLAT A 27/F THE ALTITUDE,17/9/2020,9,$43.18M,1509s.f.,THE ALTITUDE,Happyvalley
FLAT A 28/F THE ALTITUDE,8/9/2020,9,$44.38M,1509s.f.,THE ALTITUDE,Happyvalley
FLAT D 9/F THE ALTITUDE,22/7/2020,9,$40.00M,1531s.f.,THE ALTITUDE,Happyvalley
FLAT B 6/F BLOCK 1 GREENWAY TERRACE,11/12/2020,28,$10.28M,532s.f.,GREENWAY TERRACE,Happyvalley
FLAT A 24/F BLOCK 1 GREENWAY TERRACE,4/11/2020,28,$11.55M,532s.f.,GREENWAY TERRACE,Happyvalley
FLAT A 9/F BLOCK 2 GREENWAY TERRACE,17/8/2020,27,$12.20M,643s.f.,GREENWAY TERRACE,Happyvalley
FLAT A 4/F MOON FAIR MANSION,30/11/2020,46,$17.10M,1129s.f.,MOON FAIR MANSION,Happyvalley
FLAT G 6/F MOON FAIR MANSION,25/9/2020,46,$21.80M,1129s.f.,MOON FAIR MANSION,Happyvalley
FLAT B 4/F MOON FAIR MANSION,18/8/2020,46,$20.20M,1153s.f.,MOON FAIR MANSION,Happyvalley
FLAT B 9/F THE BROADVILLE,23/11/2020,27,$22.88M,1180s.f.,THE BROADVILLE,Happyvalley
FLAT C 11/F THE BROADVILLE,17/11/2020,27,$25.60M,1211s.f.,THE BROADVILLE,Happyvalley
FLAT B 15/F THE BROADVILLE,8/9/2020,27,$23.00M,1180s.f.,THE BROADVILLE,Happyvalley
FLAT C 8/F YUK SAU MANSION,23/11/2020,45,$11.00M,572s.f.,YUK SAU MANSION,Happyvalley
FLAT B 17/F YUK SAU MANSION,19/10/2020,45,$14.50M,638s.f.,YUK SAU MANSION,Happyvalley
FLAT C 12/F KANFIELD MANSION,29/12/2020,43,$6.00M,404s.f.,KANFIELD MANSION,Happyvalley
FLAT A 10/F KANFIELD MANSION,24/9/2020,43,$7.00M,405s.f.,KANFIELD MANSION,Happyvalley
FLAT B 2/F NAM WING BUILDING,10/11/2020,50,$5.71M,353s.f.,NAM WING BUILDING,Happyvalley
FLAT F 7/F NAM WING BUILDING,21/9/2020,50,$5.86M,358s.f.,NAM WING BUILDING,Happyvalley
FLAT A 14/F THE VALLEY VIEW,15/12/2020,28,$7.80M,426s.f.,THE VALLEY VIEW,Happyvalley
FLAT A 10/F THE VALLEY VIEW,16/11/2020,28,$8.00M,426s.f.,THE VALLEY VIEW,Happyvalley
FLAT D 9/F SILVERWOOD,21/9/2020,22,$7.00M,354s.f.,SILVERWOOD,Happyvalley
FLAT C 5/F SILVERWOOD,22/7/2020,22,$7.38M,341s.f.,SILVERWOOD,Happyvalley
FLAT A 4/F YEE FUNG BUILDING,6/1/2021,49,$8.75M,475s.f.,YEE FUNG BUILDING,Happyvalley
FLAT F 4/F YEE FUNG BUILDING,23/9/2020,48,$4.95M,340s.f.,YEE FUNG BUILDING,Happyvalley
FLAT A 23/F PARK GARDEN,11/9/2020,48,$35.38M,1161s.f.,PARK GARDEN,Happyvalley
FLAT C 16/F PARK GARDEN,30/7/2020,48,$28.00M,1132s.f.,PARK GARDEN,Happyvalley
FLAT A 14/F KAM KWONG MANSION,14/10/2020,43,$6.80M,346s.f.,KAM KWONG MANSION,Happyvalley
FLAT B 2/F KAM KWONG MANSION,18/8/2020,43,$5.79M,346s.f.,KAM KWONG MANSION,Happyvalley
FLAT B 21/F AMIGO MANSION,8/10/2020,45,$12.10M,512s.f.,AMIGO MANSION,Happyvalley
FLAT B 4/F AMIGO MANSION,5/8/2020,45,$9.98M,512s.f.,AMIGO MANSION,Happyvalley
FLAT B 60/F TOWER 2 SERENADE,20/11/2020,11,$35.20M,1170s.f.,SERENADE,Happyvalley
FLAT C 55/F TOWER 2 SERENADE,3/9/2020,11,$29.50M,1017s.f.,SERENADE,Happyvalley
FLAT 4 10/F BLOCK A SAN FRANCISCO TOWERS,31/8/2020,37,$22.00M,910s.f.,SAN FRANCISCO TOWERS,Happyvalley
FLAT 3 3/F BLOCK A SAN FRANCISCO TOWERS,5/8/2020,37,$21.08M,910s.f.,SAN FRANCISCO TOWERS,Happyvalley
FLAT H ( 6 ) 7/F WEST BLOCK MANDARIN VILLA,9/9/2020,47,$9.90M,629s.f.,MANDARIN VILLA,Happyvalley
FLAT F ( 2 ) 9/F WEST BLOCK MANDARIN VILLA,4/8/2020,47,$20.50M,1168s.f.,MANDARIN VILLA,Happyvalley
FLAT B 19/F BLOCK 5 CAVENDISH HEIGHTS,3/12/2020,34,$48.00M,1439s.f.,CAVENDISH HEIGHTS,Happyvalley
FLAT B 16/F BLOCK 7 CAVENDISH HEIGHTS,16/10/2020,34,$45.00M,1507s.f.,CAVENDISH HEIGHTS,Happyvalley
FLAT 1 10/F BLOCK A ELM TREE TOWERS,21/7/2020,37,$43.50M,1570s.f.,ELM TREE TOWERS,Happyvalley
FLAT 2 3/F BLOCK E VILLA MONTE ROSA,28/12/2020,54,$55.00M,2000s.f.,VILLA MONTE ROSA,Happyvalley
FLAT 2 13/F BLOCK A EVERGREEN VILLA,12/8/2020,50,$63.00M,2363s.f.,EVERGREEN VILLA,Happyvalley
FLAT C 10/F JONES HIVE,15/10/2020,4,$10.90M,439s.f.,JONES HIVE,Happyvalley
FLAT B 15/F WINWAY COURT,21/9/2020,38,$9.88M,597s.f.,WINWAY COURT,Happyvalley
FLAT B 15/F JADE TERRACE,4/12/2020,31,$9.60M,468s.f.,JADE TERRACE,Happyvalley
FLAT D 4/F VILLAGE TOWER,1/12/2020,48,$13.00M,-,VILLAGE TOWER,Happyvalley
FLAT B 7/F BLOCK C BELLEVUE COURT,13/8/2020,56,$52.00M,2257s.f.,BELLEVUE COURT,Happyvalley
FLAT 4 20/F BLOCK B VILLA ROCHA,3/11/2020,32,$28.50M,1147s.f.,VILLA ROCHA,Happyvalley
FLAT 6 11/F BLOCK C VENTRIS PLACE,19/8/2020,35,$47.00M,1863s.f.,VENTRIS PLACE,Happyvalley
FLAT B 5/F PANNY COURT,29/12/2020,28,$7.80M,412s.f.,PANNY COURT,Happyvalley
FLAT D 12/F H & S BUILDING,21/10/2020,52,$9.55M,572s.f.,H & S BUILDING,Happyvalley
FLAT B 23/F REGENT HILL,10/8/2020,4,$27.80M,884s.f.,REGENT HILL,Happyvalley
FLAT A 4/F TSUI MAN COURT,22/9/2020,45,$14.90M,929s.f.,TSUI MAN COURT,Happyvalley
FLAT P 4/F KING CHEUNG MANSION,5/11/2020,54,$9.80M,741s.f.,KING CHEUNG MANSION,Happyvalley
FLAT A 23/F GRAND DECO TOWER,16/7/2020,21,$23.55M,1003s.f.,GRAND DECO TOWER,Happyvalley
FLAT A 10/F ARTS MANSION,15/12/2020,41,$25.00M,1051s.f.,ARTS MANSION,Happyvalley
FLAT D (NO. 38) 5/F WINFIELD GARDENS,30/12/2020,54,$20.00M,1169s.f.,WINFIELD GARDENS,Happyvalley
FLAT B 12/F MAJESTIC COURT,13/11/2020,31,$9.73M,526s.f.,MAJESTIC COURT,Happyvalley
FLAT A 6/F FORTUNA COURT,16/9/2020,23,$11.50M,468s.f.,FORTUNA COURT,Happyvalley
FLAT A 7/F LUNAR BUILDING,5/11/2020,57,$12.88M,-,LUNAR BUILDING,Happyvalley
FLAT A 14/F CLAYMORE LODGE,29/10/2020,30,$5.38M,284s.f.,CLAYMORE LODGE,Happyvalley
FLAT A NO. 31 NO. 31 (HOUSE 6) NO. 23-39 BLUE POOL ROAD (with 2 car park flat roof),21/8/2020,6,$660.00M,4571s.f.,NO. 23-39 BLUE POOL ROAD,Happyvalley
NO. 8 10/F TOWER D PHASE 3,17/7/2020,4,$533.14M,4517s.f.,MOUNT NICHOLSON,Happyvalley
MANOR B 3/F EVEREX II PHASE 1,5/1/2021,3,$129.20M,-,CENTRAL PEAK,Happyvalley
MANOR B 5/F ALPEX II PHASE 1,5/1/2021,3,$176.00M,-,CENTRAL PEAK,Happyvalley
MANOR A 5/F ALPEX II PHASE 1,5/1/2021,3,$188.00M,-,CENTRAL PEAK,Happyvalley
MANOR A 5/F ALPEX I PHASE 1,8/12/2020,2,$172.60M,-,CENTRAL PEAK,Happyvalley
MANOR B 5/F ALPEX I PHASE 1,7/12/2020,2,$163.80M,-,CENTRAL PEAK,Happyvalley
FLAT B 8/F EIGHT KWAI FONG Happy Valley,29/12/2020,5,$13.35M,-,EIGHT KWAI FONG Happy Valley,Happyvalley
FLAT F 10/F EIGHT KWAI FONG Happy Valley,21/12/2020,5,$13.58M,-,EIGHT KWAI FONG Happy Valley,Happyvalley
FLAT A 8/F EIGHT KWAI FONG Happy Valley,14/12/2020,5,$13.29M,-,EIGHT KWAI FONG Happy Valley,Happyvalley
FLAT F 5/F EIGHT KWAI FONG Happy Valley,2/12/2020,5,$12.06M,-,EIGHT KWAI FONG Happy Valley,Happyvalley
FLAT A 11/F EIGHT KWAI FONG Happy Valley,26/11/2020,5,$13.90M,-,EIGHT KWAI FONG Happy Valley,Happyvalley
FLAT F 6/F EIGHT KWAI FONG Happy Valley,24/11/2020,5,$12.42M,-,EIGHT KWAI FONG Happy Valley,Happyvalley
FLAT F 11/F EIGHT KWAI FONG Happy Valley,19/11/2020,5,$13.76M,-,EIGHT KWAI FONG Happy Valley,Happyvalley
FLAT B 7/F EIGHT KWAI FONG Happy Valley,19/11/2020,5,$12.39M,-,EIGHT KWAI FONG Happy Valley,Happyvalley
FLAT A 7/F EIGHT KWAI FONG Happy Valley,19/11/2020,5,$13.12M,-,EIGHT KWAI FONG Happy Valley,Happyvalley
FLAT B 3/F EIGHT KWAI FONG Happy Valley,18/11/2020,5,$11.76M,-,EIGHT KWAI FONG Happy Valley,Happyvalley
FLAT B 9/F EIGHT KWAI FONG Happy Valley,16/11/2020,5,$12.73M,-,EIGHT KWAI FONG Happy Valley,Happyvalley
FLAT A 16/F EIGHT KWAI FONG Happy Valley,13/11/2020,5,$14.54M,-,EIGHT KWAI FONG Happy Valley,Happyvalley
FLAT A 22/F EIGHT KWAI FONG Happy Valley,13/11/2020,5,$14.94M,-,EIGHT KWAI FONG Happy Valley,Happyvalley
FLAT A 15/F EIGHT KWAI FONG Happy Valley,12/11/2020,5,$14.32M,-,EIGHT KWAI FONG Happy Valley,Happyvalley
FLAT F 7/F EIGHT KWAI FONG Happy Valley,12/11/2020,5,$12.79M,-,EIGHT KWAI FONG Happy Valley,Happyvalley
FLAT A 6/F EIGHT KWAI FONG Happy Valley,12/11/2020,5,$12.93M,-,EIGHT KWAI FONG Happy Valley,Happyvalley
FLAT B 5/F EIGHT KWAI FONG Happy Valley,12/11/2020,5,$12.80M,-,EIGHT KWAI FONG Happy Valley,Happyvalley
FLAT B 6/F EIGHT KWAI FONG Happy Valley,12/11/2020,5,$12.99M,-,EIGHT KWAI FONG Happy Valley,Happyvalley
FLAT A 5/F EIGHT KWAI FONG Happy Valley,12/11/2020,5,$12.74M,-,EIGHT KWAI FONG Happy Valley,Happyvalley
FLAT F 3/F EIGHT KWAI FONG Happy Valley,12/11/2020,5,$11.83M,-,EIGHT KWAI FONG Happy Valley,Happyvalley
FLAT A 9/F EIGHT KWAI FONG Happy Valley,11/11/2020,5,$13.49M,-,EIGHT KWAI FONG Happy Valley,Happyvalley
FLAT A 10/F EIGHT KWAI FONG Happy Valley,9/11/2020,5,$13.70M,-,EIGHT KWAI FONG Happy Valley,Happyvalley
FLAT A 25/F BLOCK 11 BRAEMAR HILL MANSIONS,21/12/2020,42,$33.80M,1124s.f.,BRAEMAR HILL MANSIONS,Midlevelnorthpoint
FLAT A 20/F BLOCK 1 BRAEMAR HILL MANSIONS,18/12/2020,42,$29.00M,1124s.f.,BRAEMAR HILL MANSIONS,Midlevelnorthpoint
FLAT A 11/F BLOCK 9 BRAEMAR HILL MANSIONS,7/12/2020,42,$32.88M,1297s.f.,BRAEMAR HILL MANSIONS,Midlevelnorthpoint
FLAT A 10/F BLOCK 8 BRAEMAR HILL MANSIONS,2/12/2020,42,$27.00M,1124s.f.,BRAEMAR HILL MANSIONS,Midlevelnorthpoint
FLAT A 4/F BLOCK 5 BRAEMAR HILL MANSIONS,30/11/2020,42,$28.30M,1297s.f.,BRAEMAR HILL MANSIONS,Midlevelnorthpoint
FLAT A 4/F BLOCK 11 BRAEMAR HILL MANSIONS,27/10/2020,42,$23.50M,1124s.f.,BRAEMAR HILL MANSIONS,Midlevelnorthpoint
FLAT A 13/F BLOCK 9 BRAEMAR HILL MANSIONS,27/10/2020,42,$33.00M,1297s.f.,BRAEMAR HILL MANSIONS,Midlevelnorthpoint
FLAT A 2/F BLOCK 11 BRAEMAR HILL MANSIONS,16/10/2020,42,$22.80M,1124s.f.,BRAEMAR HILL MANSIONS,Midlevelnorthpoint
FLAT C 3/F BLOCK 11 BRAEMAR HILL MANSIONS,18/9/2020,42,$22.98M,1090s.f.,BRAEMAR HILL MANSIONS,Midlevelnorthpoint
FLAT B 6/F BLOCK 10 BRAEMAR HILL MANSIONS,7/8/2020,42,$37.50M,1467s.f.,BRAEMAR HILL MANSIONS,Midlevelnorthpoint
FLAT B 19/F BLOCK 7 BRAEMAR HILL MANSIONS,5/8/2020,42,$31.20M,1124s.f.,BRAEMAR HILL MANSIONS,Midlevelnorthpoint
FLAT B 3/F TOWER 2 PHASE 1,4/1/2021,30,$10.00M,565s.f.,PACIFIC PALISADES,Midlevelnorthpoint
FLAT B 21/F TOWER 2 PHASE 1,29/12/2020,29,$15.60M,803s.f.,PACIFIC PALISADES,Midlevelnorthpoint
FLAT C 6/F TOWER 9 PHASE 2,16/11/2020,29,$11.00M,588s.f.,PACIFIC PALISADES,Midlevelnorthpoint
FLAT A 15/F TOWER 6 PHASE 1,27/10/2020,29,$20.08M,843s.f.,PACIFIC PALISADES,Midlevelnorthpoint
FLAT A 8/F TOWER 8 PHASE 1,21/10/2020,29,$18.00M,847s.f.,PACIFIC PALISADES,Midlevelnorthpoint
FLAT A 7/F TOWER 3 PHASE 1,16/10/2020,29,$16.30M,875s.f.,PACIFIC PALISADES,Midlevelnorthpoint
FLAT B 16/F TOWER 10 PHASE 2,30/9/2020,29,$17.30M,845s.f.,PACIFIC PALISADES,Midlevelnorthpoint
FLAT B 5/F TOWER 7 PHASE 1,11/9/2020,29,$10.68M,588s.f.,PACIFIC PALISADES,Midlevelnorthpoint
FLAT 1 10/F BLOCK B DRAGON COURT,4/1/2021,41,$21.68M,1143s.f.,DRAGON COURT,Midlevelnorthpoint
FLAT 3 17/F BLOCK C DRAGON COURT,15/12/2020,40,$14.50M,857s.f.,DRAGON COURT,Midlevelnorthpoint
FLAT 2 10/F BLOCK C DRAGON COURT,7/12/2020,40,$15.00M,857s.f.,DRAGON COURT,Midlevelnorthpoint
FLAT 2 12/F BLOCK B DRAGON COURT,2/12/2020,40,$14.10M,857s.f.,DRAGON COURT,Midlevelnorthpoint
FLAT 3 20/F BLOCK C DRAGON COURT,28/10/2020,40,$15.00M,857s.f.,DRAGON COURT,Midlevelnorthpoint
FLAT 5 20/F BLOCK B DRAGON COURT,22/9/2020,40,$9.99M,589s.f.,DRAGON COURT,Midlevelnorthpoint
FLAT 3 17/F BLOCK A DRAGON COURT,24/7/2020,40,$14.80M,857s.f.,DRAGON COURT,Midlevelnorthpoint
FLAT J 13/F BLOCK J-K EVELYN TOWERS,24/11/2020,45,$22.10M,1065s.f.,EVELYN TOWERS,Midlevelnorthpoint
FLAT H 5/F BLOCK E-H EVELYN TOWERS,23/10/2020,45,$21.30M,1065s.f.,EVELYN TOWERS,Midlevelnorthpoint
FLAT C 11/F BLOCK A-D EVELYN TOWERS,16/10/2020,45,$23.60M,1065s.f.,EVELYN TOWERS,Midlevelnorthpoint
FLAT G 5/F BLOCK E-H EVELYN TOWERS,29/9/2020,45,$21.78M,1065s.f.,EVELYN TOWERS,Midlevelnorthpoint
FLAT F 25/F BLOCK E-H EVELYN TOWERS,28/9/2020,45,$23.80M,1065s.f.,EVELYN TOWERS,Midlevelnorthpoint
FLAT F 30/F BLOCK E-H EVELYN TOWERS (with roof),31/7/2020,45,$31.30M,1065s.f.,EVELYN TOWERS,Midlevelnorthpoint
FLAT D 11/F TOWER 5 THE PAVILIA HILL,10/12/2020,5,$15.50M,596s.f.,THE PAVILIA HILL,Midlevelnorthpoint
FLAT B 35/F TOWER 3 THE PAVILIA HILL,20/10/2020,5,$38.00M,1186s.f.,THE PAVILIA HILL,Midlevelnorthpoint
FLAT B 18/F TOWER 1 THE PAVILIA HILL,16/10/2020,5,$30.28M,1035s.f.,THE PAVILIA HILL,Midlevelnorthpoint
FLAT B 8/F TOWER 3 THE PAVILIA HILL,12/10/2020,5,$18.80M,735s.f.,THE PAVILIA HILL,Midlevelnorthpoint
FLAT 14 7/F BLOCK A VIKING VILLAS,5/1/2021,45,$13.03M,700s.f.,VIKING VILLAS,Midlevelnorthpoint
FLAT 8 9/F BLOCK C VIKING VILLAS,23/12/2020,44,$11.00M,700s.f.,VIKING VILLAS,Midlevelnorthpoint
FLAT 6 13/F BLOCK C VIKING VILLAS,22/12/2020,44,$14.00M,700s.f.,VIKING VILLAS,Midlevelnorthpoint
FLAT 4 5/F BLOCK D VIKING VILLAS,13/11/2020,44,$13.28M,700s.f.,VIKING VILLAS,Midlevelnorthpoint
FLAT 1 8/F BLOCK D VIKING VILLAS,15/10/2020,44,$12.00M,700s.f.,VIKING VILLAS,Midlevelnorthpoint
FLAT 1 12/F BLOCK C FLORA GARDEN,10/9/2020,41,$15.58M,837s.f.,FLORA GARDEN,Midlevelnorthpoint
FLAT 2 16/F BLOCK C FLORA GARDEN,9/9/2020,41,$14.80M,837s.f.,FLORA GARDEN,Midlevelnorthpoint
FLAT 3 9/F BLOCK B FLORA GARDEN,25/8/2020,41,$12.68M,681s.f.,FLORA GARDEN,Midlevelnorthpoint
FLAT 1 10/F BLOCK B FLORA GARDEN,20/7/2020,41,$16.50M,837s.f.,FLORA GARDEN,Midlevelnorthpoint
FLAT F 10/F BLOCK B TEMPO COURT,4/1/2021,50,$13.50M,753s.f.,TEMPO COURT,Midlevelnorthpoint
FLAT E 3/F BLOCK B TEMPO COURT,28/10/2020,49,$21.60M,1119s.f.,TEMPO COURT,Midlevelnorthpoint
FLAT D 3/F BLOCK B TEMPO COURT,29/7/2020,49,$23.00M,1141s.f.,TEMPO COURT,Midlevelnorthpoint
FLAT B 28/F TOWER 1 SKY HORIZON,24/11/2020,18,$30.00M,935s.f.,SKY HORIZON,Midlevelnorthpoint
FLAT B 25/F TOWER 1 SKY HORIZON,16/11/2020,18,$29.30M,935s.f.,SKY HORIZON,Midlevelnorthpoint
FLAT B 20/F TOWER 1 SKY HORIZON,30/9/2020,18,$28.00M,935s.f.,SKY HORIZON,Midlevelnorthpoint
FLAT 3 1/F BLOCK A MAIDEN COURT,25/11/2020,40,$15.28M,992s.f.,MAIDEN COURT,Midlevelnorthpoint
FLAT 6 13/F BLOCK B MAIDEN COURT,17/11/2020,40,$12.80M,663s.f.,MAIDEN COURT,Midlevelnorthpoint
FLAT 5 8/F BLOCK B MAIDEN COURT,15/10/2020,40,$13.15M,717s.f.,MAIDEN COURT,Midlevelnorthpoint
FLAT D 19/F HILLTOP MANSION,8/12/2020,55,$37.80M,1647s.f.,HILLTOP MANSION,Midlevelnorthpoint
FLAT B 11/F HILLTOP MANSION,29/7/2020,55,$26.20M,1324s.f.,HILLTOP MANSION,Midlevelnorthpoint
FLAT I 8/F HILLTOP MANSION,21/7/2020,55,$31.68M,1658s.f.,HILLTOP MANSION,Midlevelnorthpoint
BLOCK A2 16/F BLOCK A1 - A2 CORAL COURT,27/7/2020,48,$24.80M,1173s.f.,CORAL COURT,Midlevelnorthpoint
BLOCK A2 9/F BLOCK A1 - A2 CORAL COURT,27/7/2020,48,$24.60M,1173s.f.,CORAL COURT,Midlevelnorthpoint
BLOCK A2 13/F BLOCK A1 - A2 CORAL COURT,23/7/2020,48,$24.00M,1173s.f.,CORAL COURT,Midlevelnorthpoint
FLAT 2 6/F BLOCK B2 SUMMIT COURT,30/10/2020,54,$30.00M,1650s.f.,SUMMIT COURT,Midlevelnorthpoint
FLAT 2 10/F BLOCK D2 SUMMIT COURT,24/9/2020,54,$28.00M,1407s.f.,SUMMIT COURT,Midlevelnorthpoint
FLAT 2 11/F BLOCK B2 SUMMIT COURT,27/7/2020,54,$38.00M,1650s.f.,SUMMIT COURT,Midlevelnorthpoint
FLAT D 16/F SEAVIEW GARDEN,27/11/2020,43,$15.75M,730s.f.,SEAVIEW GARDEN,Midlevelnorthpoint
FLAT D 10/F SEAVIEW GARDEN,9/11/2020,43,$14.55M,730s.f.,SEAVIEW GARDEN,Midlevelnorthpoint
BLOCK N 9/F BLOCK M-P BRAEMAR TERRACE,18/11/2020,46,$13.03M,728s.f.,BRAEMAR TERRACE,Midlevelnorthpoint
BLOCK D 2/F BLOCK A-D BRAEMAR TERRACE,23/7/2020,46,$10.35M,728s.f.,BRAEMAR TERRACE,Midlevelnorthpoint
FLAT A 10/F BLOCK 3 BEVERLEY HEIGHTS,18/12/2020,41,$10.90M,718s.f.,BEVERLEY HEIGHTS,Midlevelnorthpoint
FLAT C 6/F BLOCK 3 BEVERLEY HEIGHTS,13/8/2020,41,$12.75M,723s.f.,BEVERLEY HEIGHTS,Midlevelnorthpoint
FLAT 1 1/F BLOCK D KINGSFORD GARDENS,25/11/2020,50,$21.50M,958s.f.,KINGSFORD GARDENS,Midlevelnorthpoint
FLAT 1 11/F BLOCK D KINGSFORD GARDENS,28/9/2020,50,$29.50M,1313s.f.,KINGSFORD GARDENS,Midlevelnorthpoint
FLAT A 13/F BROADVIEW TERRACE,22/9/2020,46,$19.50M,1035s.f.,BROADVIEW TERRACE,Midlevelnorthpoint
FLAT F 19/F SKY SCRAPER,4/8/2020,56,$43.00M,1806s.f.,SKY SCRAPER,Midlevelnorthpoint
FLAT C 6/F BLOCK II OXFORD COURT,10/9/2020,44,$12.70M,728s.f.,OXFORD COURT,Midlevelnorthpoint
FLAT B 32/F DRAGON PRIDE,24/7/2020,20,$22.50M,876s.f.,DRAGON PRIDE,Midlevelnorthpoint
NO. 44 1/F 42-60 TIN HAU TEMPLE ROAD,27/7/2020,64,$14.88M,1061s.f.,42-60 TIN HAU TEMPLE ROAD,Midlevelnorthpoint
FLAT C 3/F DRAGON VIEW GARDEN,24/11/2020,33,$11.40M,693s.f.,DRAGON VIEW GARDEN,Midlevelnorthpoint
FLAT F 13/F BLOCK 3 PHASE 1,6/1/2021,38,$13.50M,807s.f.,CITY GARDEN,Northpoint
FLAT C 2/F BLOCK 11 PHASE 2,6/1/2021,35,$19.30M,1168s.f.,CITY GARDEN,Northpoint
FLAT F 11/F BLOCK 7 PHASE 2,31/12/2020,35,$12.88M,626s.f.,CITY GARDEN,Northpoint
FLAT B 21/F BLOCK 1 PHASE 1,30/12/2020,37,$12.70M,807s.f.,CITY GARDEN,Northpoint
FLAT C 2/F BLOCK 8 PHASE 2,30/12/2020,34,$9.90M,569s.f.,CITY GARDEN,Northpoint
FLAT B 4/F BLOCK 14 PHASE 2,28/12/2020,34,$9.15M,568s.f.,CITY GARDEN,Northpoint
FLAT F 26/F BLOCK 13 PHASE 2,14/12/2020,34,$14.02M,775s.f.,CITY GARDEN,Northpoint
FLAT C 15/F BLOCK 14 PHASE 2,25/11/2020,34,$9.89M,598s.f.,CITY GARDEN,Northpoint
FLAT F 28/F BLOCK 6 PHASE 1,19/11/2020,38,$17.14M,900s.f.,CITY GARDEN,Northpoint
FLAT B 20/F BLOCK 3 PHASE 1,18/11/2020,37,$13.43M,807s.f.,CITY GARDEN,Northpoint
FLAT F 10/F BLOCK 10 PHASE 2,29/10/2020,34,$12.50M,626s.f.,CITY GARDEN,Northpoint
FLAT D 11/F BLOCK 8 PHASE 2,28/10/2020,34,$15.90M,963s.f.,CITY GARDEN,Northpoint
FLAT C 17/F BLOCK 4 PHASE 1,24/9/2020,38,$13.00M,942s.f.,CITY GARDEN,Northpoint
FLAT B 16/F BLOCK 13 PHASE 2,17/9/2020,34,$14.50M,835s.f.,CITY GARDEN,Northpoint
FLAT C 28/F BLOCK 1 PHASE 1,11/9/2020,37,$10.00M,633s.f.,CITY GARDEN,Northpoint
FLAT G 8/F BLOCK 3 PHASE 1,21/8/2020,37,$12.00M,792s.f.,CITY GARDEN,Northpoint
FLAT C 18/F BLOCK 9 PHASE 2,6/8/2020,34,$9.98M,566s.f.,CITY GARDEN,Northpoint
FLAT F 17/F BLOCK 5 PHASE 1,5/8/2020,38,$16.88M,897s.f.,CITY GARDEN,Northpoint
FLAT A 15/F BLOCK 9 PHASE 2,29/7/2020,34,$17.70M,1032s.f.,CITY GARDEN,Northpoint
FLAT B 5/F BLOCK 12 PHASE 2,17/7/2020,34,$14.00M,809s.f.,CITY GARDEN,Northpoint
FLAT B 17/F (BLOCK L) KA FOOK COURT BEDFORD GARDENS,8/1/2021,40,$8.00M,543s.f.,BEDFORD GARDENS,Northpoint
FLAT F 8/F (BLOCK K) TAK FOOK COURT BEDFORD GARDENS,15/12/2020,39,$6.72M,410s.f.,BEDFORD GARDENS,Northpoint
FLAT D 18/F (BLOCK G) PAK TAK COURT BEDFORD GARDENS,10/12/2020,39,$12.00M,769s.f.,BEDFORD GARDENS,Northpoint
FLAT B 17/F (BLOCK D) PAK SING COURT BEDFORD GARDENS,19/11/2020,39,$8.38M,543s.f.,BEDFORD GARDENS,Northpoint
FLAT AB 4/F (BLOCK A) KING FOOK COURT BEDFORD GARDENS,28/10/2020,39,$16.40M,1160s.f.,BEDFORD GARDENS,Northpoint
FLAT C 8/F (BLOCK E) ON FOOK COURT BEDFORD GARDENS,15/10/2020,39,$7.00M,495s.f.,BEDFORD GARDENS,Northpoint
FLAT C 5/F (BLOCK B) HUNG FOOK COURT BEDFORD GARDENS,9/10/2020,39,$7.90M,547s.f.,BEDFORD GARDENS,Northpoint
FLAT D 17/F (BLOCK I) PAK HEE COURT BEDFORD GARDENS,7/10/2020,39,$8.45M,606s.f.,BEDFORD GARDENS,Northpoint
FLAT F 2/F (BLOCK I) PAK HEE COURT BEDFORD GARDENS,28/9/2020,39,$7.25M,543s.f.,BEDFORD GARDENS,Northpoint
FLAT D 14/F (BLOCK A) KING FOOK COURT BEDFORD GARDENS,23/9/2020,39,$8.30M,597s.f.,BEDFORD GARDENS,Northpoint
FLAT E 19/F (BLOCK F) PAK LEE COURT BEDFORD GARDENS,11/9/2020,39,$8.40M,645s.f.,BEDFORD GARDENS,Northpoint
FLAT E 6/F (BLOCK B) HUNG FOOK COURT BEDFORD GARDENS,7/9/2020,39,$8.00M,597s.f.,BEDFORD GARDENS,Northpoint
FLAT E 8/F (BLOCK B) HUNG FOOK COURT BEDFORD GARDENS,31/8/2020,39,$8.55M,597s.f.,BEDFORD GARDENS,Northpoint
